ProjectCoCID,ProjectID,CoCCode,Geocode,Address1,Address2,City,State,ZIP,GeographyType,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
"779","779","OH-507","390042","3250 W. Market St. #204",,"Akron","OH","44333",2,2021-06-14 09:15:56,2021-06-14 09:15:56,"5",,"42412"
"1138","781","OH-507","399135","308 Eaton Lewisburg Rd.",,"Eaton","OH","45320",3,2021-07-01 10:39:02,2021-07-01 10:39:02,"24",,"42412"
"782","782","OH-507","399169","437 S Market St",,"Wooster","OH","44691",3,2021-06-14 09:15:59,2021-06-14 09:15:59,"5",,"42412"
"783","783","OH-507","399143","109 South Front Street",,"Fremont","OH","43420",3,2021-06-14 09:15:59,2021-06-14 09:15:59,"5",,"42412"
"784","784","OH-507","399007","2009 W Prospect Road",,"Ashtabula","OH","44004",3,2021-06-14 09:16:00,2021-06-14 09:16:00,"5",,"42412"
"785","785","OH-507","399047","1400 U.S. Route 22 NW",,"Washington Court House","OH","43160",3,2021-06-14 09:16:00,2021-06-14 09:16:00,"5",,"42412"
"788","788","OH-507","399169","104 Spink St.",,"Wooster","OH","44691",3,2021-06-14 09:16:02,2021-06-14 09:16:02,"5",,"42412"
"789","789","OH-507","399169","104 Spink St.",,"Wooster","OH","44691",3,2021-06-14 09:16:02,2021-06-14 09:16:02,"5",,"42412"
"790","790","OH-507","392820","6140 S. Broadway Ave.",,"Lorain","OH","44053",2,2021-06-14 09:16:03,2021-06-14 09:16:03,"5",,"42412"
"1143","791","OH-507","392820","6140 S. Broadway Ave.",,"Lorain","OH","44053",2,2021-07-01 10:42:12,2021-07-01 10:42:12,"24",,"42412"
"792","792","OH-507","392820","6140 S. Broadway Ave.",,"Lorain","OH","44053",2,2021-06-14 09:16:05,2021-06-14 09:16:05,"5",,"42412"
"793","793","OH-507","392820","2726 Caroline Ave",,"Lorain","OH","44055",2,2021-06-14 09:16:05,2021-06-14 09:16:05,"5",,"42412"
"794","794","OH-507","399143","1421 E. State St.",,"Fremont","OH","43420",3,2021-06-14 09:16:06,2021-06-14 09:16:06,"5",,"42412"
"795","795","OH-507","393558","112 South 3rd Street",,"Newark","OH","43055",2,2021-06-14 09:16:06,2021-06-14 09:16:06,"5",,"42412"
"796","796","OH-507","399133","705 Oakwood St","Ste. 221","Ravenna","OH","44266",2,2021-06-14 09:16:07,2021-06-14 09:16:07,"5",,"42412"
"797","797","OH-507","399133","705 Oakwood St","Ste. 221","Ravenna","OH","44266",2,2021-06-14 09:16:07,2021-06-14 09:16:07,"5",,"42412"
"798","798","OH-507","394998","501 W. High St.",,"Springfield","OH","45506",1,2021-06-14 09:16:08,2021-06-14 09:16:08,"5",,"42412"
"799","799","OH-507","394998","501 W. High St.",,"Springfield","OH","45506",1,2021-06-14 09:16:09,2021-06-14 09:16:09,"5",,"42412"
"800","800","OH-507","399041","340 Lake Street",,"Delaware","OH","43015",2,2021-06-14 09:16:09,2021-06-14 09:16:09,"5",,"42412"
"803","803","OH-507","399121","615 North Street",,"Caldwell","OH","43724",3,2021-06-14 09:16:12,2021-06-14 09:16:12,"5",,"42412"
"808","808","OH-507","399009","11 Graham Dr",,"Athens","OH","45701",3,2021-06-14 09:16:14,2021-06-14 09:16:14,"5",,"42412"
"809","809","OH-507","393558","23 S Park Pl","Suite 200","Newark","OH","43055",2,2021-06-14 09:16:15,2021-06-14 09:16:15,"5",,"42412"
"810","810","OH-507","393558","23 S Park Pl","Suite 200","Newark","OH","43055",2,2021-06-14 09:16:15,2021-06-14 09:16:15,"5",,"42412"
"1122","811","OH-507","399057","124 South Detroit Street",,"Xenia","OH","45385",2,2021-06-30 15:24:31,2021-06-30 15:24:31,"24",,"42412"
"813","813","OH-507","393558","65 Messimer Drive",,"Newark","OH","43055",2,2021-06-14 09:16:18,2021-06-14 09:16:18,"5",,"42412"
"816","816","OH-507","399143","109 South Front Street",,"Fremont","OH","43420",3,2021-06-14 09:16:19,2021-06-14 09:16:19,"5",,"42412"
"817","817","OH-507","399163","605 W Main St",,"Mc Arthur","OH","45651",3,2021-06-14 09:16:19,2021-06-14 09:16:19,"5",,"42412"
"819","819","OH-507","399109","530 Crescent Dr","","Troy","OH","45373",2,2021-06-14 09:16:20,2021-06-14 09:16:20,"5",,"42412"
"820","820","OH-507","399025","3003 Hospital Dr","","Batavia","OH","45103",3,2021-06-14 09:16:20,2021-06-14 09:16:20,"5",,"42412"
"1144","821","OH-507","399169","104 Spink St.",,"Wooster","OH","44691",3,2021-07-01 10:42:59,2021-07-01 10:42:59,"24",,"42412"
"822","822","OH-507","399169","104 Spink St.",,"Wooster","OH","44691",3,2021-06-14 09:16:22,2021-06-14 09:16:22,"5",,"42412"
"823","823","OH-507","399103","120 W Washington St","Suite 1-L","Medina","OH","44256",2,2021-06-14 09:16:23,2021-06-14 09:16:23,"5",,"42412"
"824","824","OH-507","399103","120 W Washington St","Suite 1-L","Medina","OH","44256",2,2021-06-14 09:16:24,2021-06-14 09:16:24,"5",,"42412"
"825","825","OH-507","392820","6140 S. Broadway Ave.",,"Lorain","OH","44053",2,2021-06-14 09:16:24,2021-06-14 09:16:24,"5",,"42412"
"826","826","OH-507","392820","6140 S. Broadway Ave.",,"Lorain","OH","44053",2,2021-06-14 09:16:25,2021-06-14 09:16:25,"5",,"42412"
"827","827","OH-507","399005","2233 Rocky Lane",,"Ashland","OH","44805",2,2021-06-14 09:16:25,2021-06-14 09:16:25,"5",,"42412"
"828","828","OH-507","399005","2233 Rocky Lane",,"Ashland","OH","44805",2,2021-06-14 09:16:26,2021-06-14 09:16:26,"5",,"42412"
"1077","831","OH-507","399007","PO Box 2610",,"Ashtabula","OH","44005",3,2021-06-30 12:09:49,2021-06-30 12:09:49,"24",,"42412"
"832","832","OH-507","399143","109 South Front Street",,"Fremont","OH","43420",3,2021-06-14 09:16:29,2021-06-14 09:16:29,"5",,"42412"
"834","834","OH-507","399063","1800 N Blanchard St","Suite 106","Findlay","OH","45840",3,2021-06-14 09:16:30,2021-06-14 09:16:30,"5",,"42412"
"835","835","OH-507","399063","1800 N Blanchard St","Suite 106","Findlay","OH","45840",3,2021-06-14 09:16:30,2021-06-14 09:16:30,"5",,"42412"
"836","836","OH-507","393054","218 Putnam St.",,"Marietta","OH","45750",2,2021-06-14 09:16:30,2021-06-14 09:16:30,"5",,"42412"
"837","837","OH-507","393054","218 Putnam St.",,"Marietta","OH","45750",2,2021-06-14 09:16:31,2021-06-14 09:16:31,"5",,"42412"
"838","838","OH-507","399101","320 Executive Drive",,"Marion","OH","43302",3,2021-06-14 09:16:31,2021-06-14 09:16:31,"5",,"42412"
"839","839","OH-507","399131","941 Market Street P.O. Box 799",,"Piketon","OH","45661",3,2021-06-14 09:16:31,2021-06-14 09:16:31,"5",,"42412"
"840","840","OH-507","399131","941 Market Street P.O. Box 799",,"Piketon","OH","45661",3,2021-06-14 09:16:32,2021-06-14 09:16:32,"5",,"42412"
"1080","841","OH-507","393558","65 Messimer Drive",,"Newark","OH","43055",2,2021-06-30 12:13:09,2021-06-30 12:13:09,"24",,"42412"
"842","842","OH-507","393558","65 Messimer Drive",,"Newark","OH","43055",2,2021-06-14 09:16:34,2021-06-14 09:16:34,"5",,"42412"
"843","843","OH-507","393558","65 Messimer Drive",,"Newark","OH","43055",2,2021-06-14 09:16:34,2021-06-14 09:16:34,"5",,"42412"
"844","844","OH-507","393558","65 Messimer Drive",,"Newark","OH","43055",2,2021-06-14 09:16:35,2021-06-14 09:16:35,"5",,"42412"
"845","845","OH-507","393054","218 Putnam St.",,"Marietta","OH","45750",2,2021-06-14 09:16:35,2021-06-14 09:16:35,"5",,"42412"
"846","846","OH-507","393054","218 Putnam St.",,"Marietta","OH","45750",2,2021-06-14 09:16:36,2021-06-14 09:16:36,"5",,"42412"
"847","847","OH-507","399133","705 Oakwood St","Ste. 221","Ravenna","OH","44266",2,2021-06-14 09:16:36,2021-06-14 09:16:36,"5",,"42412"
"848","848","OH-507","399133","705 Oakwood St","Ste. 221","Ravenna","OH","44266",2,2021-06-14 09:16:36,2021-06-14 09:16:36,"5",,"42412"
"849","849","OH-507","399157","211 E. High Avenue",,"New Philadelphia","OH","44663",3,2021-06-14 09:16:37,2021-06-14 09:16:37,"5",,"42412"
"850","850","OH-507","399157","211 E. High Avenue",,"New Philadelphia","OH","44663",3,2021-06-14 09:16:37,2021-06-14 09:16:37,"5",,"42412"
"853","853","OH-507","399085","1 Victoria Pl","Ste 265A","Painesville","OH","44077",2,2021-06-14 09:16:40,2021-06-14 09:16:40,"5",,"42412"
"854","854","OH-507","399155","2 North State Street",,"Girard","OH","44420",2,2021-06-14 09:16:40,2021-06-14 09:16:40,"5",,"42412"
"855","855","OH-507","390042","3250 W. Market St. #204",,"Akron","OH","44333",2,2021-06-14 09:16:41,2021-06-14 09:16:41,"5",,"42412"
"856","856","OH-507","399165","990 E Ridge Dr",,"Lebanon","OH","45036",2,2021-06-14 09:16:41,2021-06-14 09:16:41,"5",,"42412"
"857","857","OH-507","399165","990 E Ridge Dr",,"Lebanon","OH","45036",2,2021-06-14 09:16:42,2021-06-14 09:16:42,"5",,"42412"
"858","858","OH-507","399047","1400 U.S. Route 22 NW",,"Washington Court House","OH","43160",3,2021-06-14 09:16:43,2021-06-14 09:16:43,"5",,"42412"
"860","860","OH-507","399007","4200 Park Ave","Third Floor","Ashtabula","OH","44004",3,2021-06-14 09:16:44,2021-06-14 09:16:44,"5",,"42412"
"1090","861","OH-507","399047","1400 U.S. Route 22 NW",,"Washington Court House","OH","43160",3,2021-06-30 15:00:40,2021-06-30 15:00:40,"24",,"42412"
"862","862","OH-507","395016","114 N. 4th Street",,"Steubenville","OH","43952",1,2021-06-14 09:16:46,2021-06-14 09:16:46,"5",,"42412"
"863","863","OH-507","395016","114 N. 4th Street",,"Steubenville","OH","43952",1,2021-06-14 09:16:46,2021-06-14 09:16:46,"5",,"42412"
"864","864","OH-507","399029","7880 Lincole Pl",,"Lisbon","OH","44432",3,2021-06-14 09:16:47,2021-06-14 09:16:47,"5",,"42412"
"865","865","OH-507","399029","7880 Lincole Pl",,"Lisbon","OH","44432",3,2021-06-14 09:16:47,2021-06-14 09:16:47,"5",,"42412"
"868","868","OH-507","399143","109 South Front Street",,"Fremont","OH","43420",3,2021-06-14 09:16:49,2021-06-14 09:16:49,"5",,"42412"
"869","869","OH-507","399143","109 South Front Street",,"Fremont","OH","43420",3,2021-06-14 09:16:49,2021-06-14 09:16:49,"5",,"42412"
"870","870","OH-507","399009","11 Graham Dr",,"Athens","OH","45701",3,2021-06-14 09:16:50,2021-06-14 09:16:50,"5",,"42412"
"1119","871","OH-507","399009","11 Graham Dr",,"Athens","OH","45701",3,2021-06-30 15:22:39,2021-06-30 15:22:39,"24",,"42412"
"872","872","OH-507","399029","7880 Lincole Pl",,"Lisbon","OH","44432",3,2021-06-14 09:16:52,2021-06-14 09:16:52,"5",,"42412"
"873","873","OH-507","399029","7880 Lincole Pl",,"Lisbon","OH","44432",3,2021-06-14 09:16:52,2021-06-14 09:16:52,"5",,"42412"
"874","874","OH-507","399029","7880 Lincole Pl",,"Lisbon","OH","44432",3,2021-06-14 09:16:53,2021-06-14 09:16:53,"5",,"42412"
"875","875","OH-507","392730","540 S. Central Ave.",,"Lima","OH","45804",1,2021-06-14 09:16:53,2021-06-14 09:16:53,"5",,"42412"
"876","876","OH-507","392730","540 S. Central Ave.",,"Lima","OH","45804",1,2021-06-14 09:16:54,2021-06-14 09:16:54,"5",,"42412"
"877","877","OH-507","392730","540 S. Central Ave.",,"Lima","OH","45804",1,2021-06-14 09:16:54,2021-06-14 09:16:54,"5",,"42412"
"878","878","OH-507","399039","1939 E. Second Street",,"Defiance","OH","43512",3,2021-06-14 09:16:54,2021-06-14 09:16:54,"5",,"42412"
"879","879","OH-507","399039","1939 E. Second Street",,"Defiance","OH","43512",3,2021-06-14 09:16:55,2021-06-14 09:16:55,"5",,"42412"
"1091","881","OH-507","399047","1400 U.S. Route 22 NW",,"Washington Court House","OH","43160",3,2021-06-30 15:01:27,2021-06-30 15:01:27,"24",,"42412"
"884","884","OH-507","399129","469 East Ohio Street",,"Circleville","OH","43113",3,2021-06-14 09:16:58,2021-06-14 09:16:58,"5",,"42412"
"885","885","OH-507","399129","469 East Ohio Street",,"Circleville","OH","43113",3,2021-06-14 09:16:59,2021-06-14 09:16:59,"5",,"42412"
"887","887","OH-507","399141","250 N. Woodbridge Ave.",,"Chillicothe","OH","45601",3,2021-06-14 09:17:00,2021-06-14 09:17:00,"5",,"42412"
"888","888","OH-507","399039","1939 E. Second Street",,"Defiance","OH","43512",3,2021-06-14 09:17:01,2021-06-14 09:17:01,"5",,"42412"
"889","889","OH-507","399029","7880 Lincole Pl",,"Lisbon","OH","44432",3,2021-06-14 09:17:01,2021-06-14 09:17:01,"5",,"42412"
"890","890","OH-507","399029","7880 Lincole Pl",,"Lisbon","OH","44432",3,2021-06-14 09:17:02,2021-06-14 09:17:02,"5",,"42412"
"1167","891","OH-507","399161","223 N. Market St.",,"Van Wert","OH","45891",3,2021-07-01 10:57:49,2021-07-01 10:57:49,"24",,"42412"
"892","892","OH-507","399039","1112 Perry St",,"Defiance","OH","43512",3,2021-06-14 09:17:04,2021-06-14 09:17:04,"5",,"42412"
"894","894","OH-507","394998","501 W. High St.",,"Springfield","OH","45506",1,2021-06-14 09:17:05,2021-06-14 09:17:05,"5",,"42412"
"895","895","OH-507","394998","501 W. High St.",,"Springfield","OH","45506",1,2021-06-14 09:17:05,2021-06-14 09:17:05,"5",,"42412"
"896","896","OH-507","399017","55 N E St","","Hamilton","OH","45013",2,2021-06-14 09:17:06,2021-06-14 09:17:06,"5",,"42412"
"1158","901","OH-507","391176","966 Main St",,"Columbus","OH","43205",1,2021-07-01 10:52:09,2021-07-01 10:52:09,"24",,"42412"
"902","902","OH-507","399041","340 Lake Street",,"Delaware","OH","43015",2,2021-06-14 09:17:09,2021-06-14 09:17:09,"5",,"42412"
"903","903","OH-507","399119","515 Putnam Ave",,"Zanesville","OH","43701",3,2021-06-14 09:17:10,2021-06-14 09:17:10,"5",,"42412"
"904","904","OH-507","394998","501 W. High St.",,"Springfield","OH","45506",1,2021-06-14 09:17:10,2021-06-14 09:17:10,"5",,"42412"
"905","905","OH-507","394998","501 W. High St.",,"Springfield","OH","45506",1,2021-06-14 09:17:11,2021-06-14 09:17:11,"5",,"42412"
"906","906","OH-507","392730","540 S. Central Ave.",,"Lima","OH","45804",1,2021-06-14 09:17:11,2021-06-14 09:17:11,"5",,"42412"
"907","907","OH-507","399031","120 N. 4th St.",,"Coshocton","OH","43812",3,2021-06-14 09:17:12,2021-06-14 09:17:12,"5",,"42412"
"908","908","OH-507","399031","120 N. 4th St.",,"Coshocton","OH","43812",3,2021-06-14 09:17:13,2021-06-14 09:17:13,"5",,"42412"
"909","909","OH-507","399031","120 N. 4th St.",,"Coshocton","OH","43812",3,2021-06-14 09:17:13,2021-06-14 09:17:13,"5",,"42412"
"910","910","OH-507","399031","120 N. 4th St.",,"Coshocton","OH","43812",3,2021-06-14 09:17:14,2021-06-14 09:17:14,"5",,"42412"
"1127","911","OH-507","399031","120 N. 4th St.",,"Coshocton","OH","43812",3,2021-06-30 15:30:29,2021-06-30 15:30:29,"24",,"42412"
"912","912","OH-507","399031","120 N. 4th St.",,"Coshocton","OH","43812",3,2021-06-14 09:17:16,2021-06-14 09:17:16,"5",,"42412"
"913","913","OH-507","399031","120 N. 4th St.",,"Coshocton","OH","43812",3,2021-06-14 09:17:16,2021-06-14 09:17:16,"5",,"42412"
"914","914","OH-507","399031","120 N. 4th St.",,"Coshocton","OH","43812",3,2021-06-14 09:17:17,2021-06-14 09:17:17,"5",,"42412"
"915","915","OH-507","399031","120 N. 4th St.",,"Coshocton","OH","43812",3,2021-06-14 09:17:17,2021-06-14 09:17:17,"5",,"42412"
"916","916","OH-507","399031","120 N. 4th St.",,"Coshocton","OH","43812",3,2021-06-14 09:17:18,2021-06-14 09:17:18,"5",,"42412"
"917","917","OH-507","399031","120 N. 4th St.",,"Coshocton","OH","43812",3,2021-06-14 09:17:18,2021-06-14 09:17:18,"5",,"42412"
"918","918","OH-507","399031","120 N. 4th St.",,"Coshocton","OH","43812",3,2021-06-14 09:17:19,2021-06-14 09:17:19,"5",,"42412"
"919","919","OH-507","399017","55 N E St","","Hamilton","OH","45013",2,2021-06-14 09:17:19,2021-06-14 09:17:19,"5",,"42412"
"920","920","OH-507","399017","55 N E St","","Hamilton","OH","45013",2,2021-06-14 09:17:20,2021-06-14 09:17:20,"5",,"42412"
"1099","921","OH-507","399085","270 E Main St","","Painesville","OH","44077",2,2021-06-30 15:07:54,2021-06-30 15:07:54,"24",,"42412"
"922","922","OH-507","399017","19 S Front St","","Hamilton","OH","45011",2,2021-06-14 09:17:22,2021-06-14 09:17:22,"5",,"42412"
"923","923","OH-507","399119","828 Lee St",,"Zanesville","OH","43701",3,2021-06-14 09:17:22,2021-06-14 09:17:22,"5",,"42412"
"924","924","OH-507","393558","23 S Park Pl","Suite 200","Newark","OH","43055",2,2021-06-14 09:17:23,2021-06-14 09:17:23,"5",,"42412"
"925","925","OH-507","393558","23 S Park Pl","Suite 200","Newark","OH","43055",2,2021-06-14 09:17:23,2021-06-14 09:17:23,"5",,"42412"
"926","926","OH-507","399039","1939 E. Second Street",,"Defiance","OH","43512",3,2021-06-14 09:17:24,2021-06-14 09:17:24,"5",,"42412"
"930","930","OH-504","395874","P.O. Box 46",,"Youngstown","OH","44501",1,2021-06-14 09:17:26,2021-06-14 09:17:26,"5",,"42412"
"1096","931","OH-504","395874","2611 Homestead Ave.",,"Youngstown","OH","44502",1,2021-06-30 15:05:54,2021-06-30 15:05:54,"24",,"42412"
"1048","933","OH-504","395874","550 West Chalmers Ave.",,"Youngstown","OH","44511",1,2021-06-17 13:28:51,2021-06-17 13:28:51,"29",,"42412"
"934","934","OH-504","395874","145 North Glenellen",,"Youngstown","OH","44509",1,2021-06-14 09:17:29,2021-06-14 09:17:29,"5",,"42412"
"936","936","OH-504","395874","319 W. Rayen Ave.",,"Youngstown","OH","44502",1,2021-06-14 09:17:30,2021-06-14 09:17:30,"5",,"42412"
"1054","937","OH-504","395874","Confidential - Compass Family & Community Services - Sojouner House",,"Youngstown","OH","44504",1,2021-06-17 13:47:48,2021-06-17 13:47:48,"29",,"42412"
"938","938","OH-504","395874","261 E Wood St",,"Youngstown","OH","44503",1,2021-06-14 09:17:31,2021-06-14 09:17:31,"5",,"42412"
"939","939","OH-504","395874","550 West Chalmers Ave.",,"Youngstown","OH","44511",1,2021-06-14 09:17:32,2021-06-14 09:17:32,"5",,"42412"
"1166","941","OH-504","399099","4280 Shields Rd",,"Canfield","OH","44406",2,2021-07-01 10:57:01,2021-07-01 10:57:01,"24",,"42412"
"942","942","OH-504","395874","261 E Wood St",,"Youngstown","OH","44503",1,2021-06-14 09:17:36,2021-06-14 09:17:36,"5",,"42412"
"944","944","OH-504","395874","319 W. Rayen Ave.",,"Youngstown","OH","44502",1,2021-06-14 09:17:37,2021-06-14 09:17:37,"5",,"42412"
"1165","951","OH-504","399099","4280 Shields Rd",,"Canfield","OH","44406",2,2021-07-01 10:56:44,2021-07-01 10:56:44,"24",,"42412"
"1230","954","OH-504","395874","319 W. Rayen Ave.",,"Youngstown","OH","44502",1,2021-10-01 15:10:42,2021-10-01 15:10:42,"26",,"42412"
"1254","955","OH-504","395874","319 W. Rayen Ave.",,"Youngstown","OH","44502",1,2022-01-21 14:37:54,2022-01-21 14:37:54,"27",,"42412"
"1047","956","OH-504","395874","550 West Chalmers Ave.",,"Youngstown","OH","44511",1,2021-06-17 13:28:26,2021-06-17 13:28:26,"29",,"42412"
"1046","958","OH-504","395874","550 West Chalmers Ave.",,"Youngstown","OH","44511",1,2021-06-17 13:28:10,2021-06-17 13:28:10,"29",,"42412"
"1101","961","OH-504","395874","212 Broadway",,"Youngstown","OH","44504",1,2021-06-30 15:09:32,2021-06-30 15:09:32,"24",,"42412"
"963","963","OH-504","395874","319 W. Rayen Ave.",,"Youngstown","OH","44502",1,2021-06-14 09:17:48,2021-06-14 09:17:48,"5",,"42412"
"1056","964","OH-504","395874","319 W. Rayen Ave.",,"Youngstown","OH","44502",1,2021-06-17 13:49:11,2021-06-17 13:49:11,"29",,"42412"
"965","965","OH-507","399109","530 Crescent Dr","","Troy","OH","45373",2,2021-06-14 09:17:49,2021-06-14 09:17:49,"5",,"42412"
"966","966","OH-507","390042","3250 W. Market St. #204",,"Akron","OH","44333",2,2021-06-14 09:17:49,2021-06-14 09:17:49,"5",,"42412"
"967","967","OH-507","399007","4200 Park Ave","Third Floor","Ashtabula","OH","44004",3,2021-06-14 09:17:50,2021-06-14 09:17:50,"5",,"42412"
"968","968","OH-507","399007","4200 Park Ave","Third Floor","Ashtabula","OH","44004",3,2021-06-14 09:17:50,2021-06-14 09:17:50,"5",,"42412"
"969","969","OH-507","399039","1939 E. Second Street",,"Defiance","OH","43512",3,2021-06-14 09:17:51,2021-06-14 09:17:51,"5",,"42412"
"970","970","OH-507","399017","244 Dayton St",,"Hamilton","OH","45011",2,2021-06-14 09:17:51,2021-06-14 09:17:51,"5",,"42412"
"1093","971","OH-507","392634","1743 E. Main Street",,"Lancaster","OH","43130",3,2021-06-30 15:03:40,2021-06-30 15:03:40,"24",,"42412"
"972","972","OH-507","392634","1743 E. Main Street",,"Lancaster","OH","43130",3,2021-06-14 09:17:53,2021-06-14 09:17:53,"5",,"42412"
"973","973","OH-507","395016","100 Reservoir Road",,"Steubenville","OH","43952",1,2021-06-14 09:17:54,2021-06-14 09:17:54,"5",,"42412"
"974","974","OH-507","399017","622 East Ave",,"Hamilton","OH","45011",2,2021-06-14 09:17:54,2021-06-14 09:17:54,"5",,"42412"
"975","975","OH-507","399041","39 N. Washington St.",,"Delaware","OH","43015",2,2021-06-14 09:17:55,2021-06-14 09:17:55,"5",,"42412"
"976","976","OH-507","399029","7880 Lincole Pl","","Lisbon","OH","44432",3,2021-06-14 09:17:55,2021-06-14 09:17:55,"5",,"42412"
"977","977","OH-507","399029","7880 Lincole Pl",,"Lisbon","OH","44432",3,2021-06-14 09:17:56,2021-06-14 09:17:56,"5",,"42412"
"978","978","OH-507","399029","7880 Lincole Pl",,"Lisbon","OH","44432",3,2021-06-14 09:17:56,2021-06-14 09:17:56,"5",,"42412"
"979","979","OH-507","399029","7880 Lincole Pl",,"Lisbon","OH","44432",3,2021-06-14 09:17:57,2021-06-14 09:17:57,"5",,"42412"
"980","980","OH-507","399119","515 Putnam Ave",,"Zanesville","OH","43701",3,2021-06-14 09:17:57,2021-06-14 09:17:57,"5",,"42412"
"1123","981","OH-507","399165","203 E. Warren St.",,"Lebanon","OH","45036",2,2021-06-30 15:25:27,2021-06-30 15:25:27,"24",,"42412"
"982","982","OH-507","399165","203 E. Warren St.",,"Lebanon","OH","45036",2,2021-06-14 09:17:59,2021-06-14 09:17:59,"5",,"42412"
"983","983","OH-507","399025","2403 Old St. Rt 32",,"Batavia","OH","45103",3,2021-06-14 09:18:00,2021-06-14 09:18:00,"5",,"42412"
"984","984","OH-507","399025","2403 Old St. Rt 32",,"Batavia","OH","45103",3,2021-06-14 09:18:00,2021-06-14 09:18:00,"5",,"42412"
"985","985","OH-507","399029","7880 Lincole Pl",,"Lisbon","OH","44432",3,2021-06-14 09:18:00,2021-06-14 09:18:00,"5",,"42412"
"986","986","OH-507","391062","1501 Madison Rd.",,"Cincinnati","OH","45206",1,2021-06-14 09:18:01,2021-06-14 09:18:01,"5",,"42412"
"988","988","OH-507","399029","7880 Lincole Pl",,"Lisbon","OH","44432",3,2021-06-14 09:18:02,2021-06-14 09:18:02,"5",,"42412"
"989","989","OH-507","399135","111 W. Somers St.",,"Eaton","OH","45320",3,2021-06-14 09:18:02,2021-06-14 09:18:02,"5",,"42412"
"990","990","OH-507","391602","457 Griswold Rd.",,"Elyria","OH","44035",1,2021-06-14 09:18:03,2021-06-14 09:18:03,"5",,"42412"
"1171","991","OH-507","392730","540 S. Central Ave.",,"Lima","OH","45804",1,2021-07-01 17:26:37,2021-07-01 17:26:37,"24",,"42412"
"992","992","OH-507","392730","540 S. Central Ave.",,"Lima","OH","45804",1,2021-06-14 09:18:04,2021-06-14 09:18:04,"5",,"42412"
"993","993","OH-507","399135","Confidential - YWCA of Greater Dayton",,"Eaton","OH","45320",3,2021-06-14 09:18:05,2021-06-14 09:18:05,"5",,"42412"
"1055","994","OH-504","395874","2124 Glenwood Ave",,"Youngstown","OH","44511",1,2021-06-17 13:48:48,2021-06-17 13:48:48,"29",,"42412"
"995","995","OH-507","399005","2233 Rocky Lane",,"Ashland","OH","44805",2,2021-06-14 09:18:06,2021-06-14 09:18:06,"5",,"42412"
"996","996","OH-507","399141","171 E 4th St","","Chillicothe","OH","45601",3,2021-06-14 09:18:06,2021-06-14 09:18:06,"5",,"42412"
"997","997","OH-507","391602","457 Griswold Rd.",,"Elyria","OH","44035",1,2021-06-14 09:18:07,2021-06-14 09:18:07,"5",,"42412"
"998","998","OH-507","399047","1400 U.S. Route 22 NW",,"Washington Court House","OH","43160",3,2021-06-14 09:18:07,2021-06-14 09:18:07,"5",,"42412"
"999","999","OH-507","399155","2 North State Street",,"Girard","OH","44420",2,2021-06-14 09:18:07,2021-06-14 09:18:07,"5",,"42412"
"1050","1000","OH-504","395874","500 W. Chalmers Ave.",,"Youngstown","OH","44511",1,2021-06-17 13:30:41,2021-06-17 13:30:41,"29",,"42412"
"1102","1001","OH-504","395874","500 W. Chalmers Ave.",,"Youngstown","OH","44511",1,2021-06-30 15:10:04,2021-06-30 15:10:04,"24",,"42412"
"1002","1002","OH-507","399163","605 W Main St","","Mc Arthur","OH","45651",3,2021-06-14 09:18:10,2021-06-14 09:18:10,"5",,"42412"
"1004","1004","OH-507","399149","623 Montrose St",,"Sidney","OH","45365",3,2021-06-14 09:18:11,2021-06-14 09:18:11,"5",,"42412"
"1005","1005","OH-507","399055","15583 Burton Windsor Road",,"Middlefield","OH","44062",3,2021-06-14 09:18:12,2021-06-14 09:18:12,"5",,"42412"
"1006","1006","OH-507","392634","1743 E. Main Street",,"Lancaster","OH","43130",3,2021-06-14 09:18:13,2021-06-14 09:18:13,"5",,"42412"
"1007","1007","OH-507","392634","1743 E. Main Street",,"Lancaster","OH","43130",3,2021-06-14 09:18:13,2021-06-14 09:18:13,"5",,"42412"
"1008","1008","OH-507","392634","1743 E. Main Street",,"Lancaster","OH","43130",3,2021-06-14 09:18:14,2021-06-14 09:18:14,"5",,"42412"
"1009","1009","OH-507","393558","144 W. Main St.",,"Newark","OH","43055",2,2021-06-14 09:18:15,2021-06-14 09:18:15,"5",,"42412"
"1010","1010","OH-507","399029","325 Moore St.",,"East Liverpool","OH","43920",2,2021-06-14 09:18:15,2021-06-14 09:18:15,"5",,"42412"
"1089","1011","OH-507","399047","1400 U.S. Route 22 NW",,"Washington Court House","OH","43160",3,2021-06-30 14:59:57,2021-06-30 14:59:57,"24",,"42412"
"1012","1012","OH-507","392634","1743 E. Main Street",,"Lancaster","OH","43130",3,2021-06-14 09:18:17,2021-06-14 09:18:17,"5",,"42412"
"1013","1013","OH-507","399001","401 E 7th St","","Manchester","OH","45144",3,2021-06-15 13:53:27,2021-06-15 13:53:27,"27",,"42412"
"1014","1014","OH-507","425529","625 Stanwix St., #12",,"Pittsburgh","PA","15222",1,2021-06-15 15:02:42,2021-06-15 15:02:42,"26",,"42412"
"1015","1015","OH-507","399007","4817 State Road",,"Ashtabula","OH","44004",3,2021-06-15 15:14:27,2021-06-15 15:14:27,"26",,"42412"
"1017","1017","OH-507","399011","Confidential",,"Wapakoneta","OH","45895",2,2021-06-15 16:09:36,2021-06-15 16:09:36,"29",,"42412"
