ProjectCoCID,ProjectID,CoCCode,Geocode,Address1,Address2,City,State,ZIP,GeographyType,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
"546","546","OH-507","392634","1743 E. Main Street",,"Lancaster","OH","43130",3,2021-06-14 09:13:39,2021-06-14 09:13:39,"5",,"42412"
"548","548","OH-507","394998","124 W. Apple St.",,"Springfield","OH","45502",1,2021-06-14 09:13:40,2021-06-14 09:13:40,"5",,"42412"
"549","549","OH-507","392820","2726 Caroline Ave","","Lorain","OH","44055",2,2021-06-14 09:13:41,2021-06-14 09:13:41,"5",,"42412"
"550","550","OH-507","399165","990 E Ridge Dr",,"Lebanon","OH","45036",2,2021-06-14 09:13:41,2021-06-14 09:13:41,"5",,"42412"
"1083","551","OH-507","399149","623 Montrose St",,"Sidney","OH","45365",3,2021-06-30 12:15:35,2021-06-30 12:15:35,"24",,"42412"
"552","552","OH-507","399143","109 South Front Street",,"Fremont","OH","43420",3,2021-06-14 09:13:43,2021-06-14 09:13:43,"5",,"42412"
"553","553","OH-507","399133","705 Oakwood St","Ste. 221","Ravenna","OH","44266",2,2021-06-14 09:13:44,2021-06-14 09:13:44,"5",,"42412"
"554","554","OH-507","399133","705 Oakwood St","Ste. 221","Ravenna","OH","44266",2,2021-06-14 09:13:44,2021-06-14 09:13:44,"5",,"42412"
"556","556","OH-507","399163","605 W Main St","","Mc Arthur","OH","45651",3,2021-06-14 09:13:45,2021-06-14 09:13:45,"5",,"42412"
"557","557","OH-507","399163","605 W Main St",,"Mc Arthur","OH","45651",3,2021-06-14 09:13:45,2021-06-14 09:13:45,"5",,"42412"
"558","558","OH-507","399009","11 Graham Dr",,"Athens","OH","45701",3,2021-06-14 09:13:46,2021-06-14 09:13:46,"5",,"42412"
"559","559","OH-507","399163","605 W Main St",,"Mc Arthur","OH","45651",3,2021-06-14 09:13:46,2021-06-14 09:13:46,"5",,"42412"
"560","560","OH-507","399017","8735 Cincinnati-Dayton Rd.",,"West Chester","OH","45069",2,2021-06-14 09:13:47,2021-06-14 09:13:47,"5",,"42412"
"1157","561","OH-507","399017","8735 Cincinnati-Dayton Rd.",,"West Chester","OH","45069",2,2021-07-01 10:51:21,2021-07-01 10:51:21,"24",,"42412"
"562","562","OH-507","399009","11 Graham Dr",,"Athens","OH","45701",3,2021-06-14 09:13:49,2021-06-14 09:13:49,"5",,"42412"
"563","563","OH-507","399009","11 Graham Dr",,"Athens","OH","45701",3,2021-06-14 09:13:49,2021-06-14 09:13:49,"5",,"42412"
"564","564","OH-507","399009","11 Graham Dr",,"Athens","OH","45701",3,2021-06-14 09:13:50,2021-06-14 09:13:50,"5",,"42412"
"565","565","OH-507","399009","11 Graham Dr",,"Athens","OH","45701",3,2021-06-14 09:13:51,2021-06-14 09:13:51,"5",,"42412"
"567","567","OH-507","399157","211 E. High Avenue",,"New Philadelphia","OH","44663",3,2021-06-14 09:13:52,2021-06-14 09:13:52,"5",,"42412"
"568","568","OH-507","399157","211 E. High Avenue",,"New Philadelphia","OH","44663",3,2021-06-14 09:13:52,2021-06-14 09:13:52,"5",,"42412"
"569","569","OH-507","395016","114 N. 4th Street",,"Steubenville","OH","43952",1,2021-06-14 09:13:53,2021-06-14 09:13:53,"5",,"42412"
"570","570","OH-507","395016","114 N. 4th Street",,"Steubenville","OH","43952",1,2021-06-14 09:13:53,2021-06-14 09:13:53,"5",,"42412"
"1130","571","OH-507","393558","23 S Park Pl","","Newark","OH","43055",2,2021-06-30 15:32:34,2021-06-30 15:32:34,"24",,"42412"
"578","578","OH-507","392634","1681 E. Main Street",,"Lancaster","OH","43130",3,2021-06-14 09:13:58,2021-06-14 09:13:58,"5",,"42412"
"579","579","OH-507","392634","1681 E. Main Street",,"Lancaster","OH","43130",3,2021-06-14 09:13:59,2021-06-14 09:13:59,"5",,"42412"
"580","580","OH-507","399047","1400 U.S. Route 22 NW",,"Washington Court House","OH","43160",3,2021-06-14 09:13:59,2021-06-14 09:13:59,"5",,"42412"
"1164","581","OH-507","399155","4076 Youngstown Rd SE","Ste 101","Warren","OH","44484",2,2021-07-01 10:56:03,2021-07-01 10:56:03,"24",,"42412"
"582","582","OH-507","399057","1080 E Main St",,"Xenia","OH","45385",2,2021-06-14 09:14:01,2021-06-14 09:14:01,"5",,"42412"
"583","583","OH-507","399025","Confidential - YWCA of Greater Cincinnati - OVW",,"Batavia","OH","45103",3,2021-06-14 09:14:02,2021-06-14 09:14:02,"5",,"42412"
"588","588","OH-507","395016","Confidential - Alive Shelter",,"Steubenville","OH","43952",1,2021-06-14 09:14:04,2021-06-14 09:14:04,"5",,"42412"
"589","589","OH-507","399129","2146 North Court Street",,"Circleville","OH","43113",3,2021-06-14 09:14:05,2021-06-14 09:14:05,"5",,"42412"
"590","590","OH-507","399009","11 Graham Dr",,"Athens","OH","45701",3,2021-06-14 09:14:06,2021-06-14 09:14:06,"5",,"42412"
"1121","591","OH-507","399009","11 Graham Dr",,"Athens","OH","45701",3,2021-06-30 15:23:49,2021-06-30 15:23:49,"24",,"42412"
"592","592","OH-507","399009","11 Graham Dr",,"Athens","OH","45701",3,2021-06-14 09:14:08,2021-06-14 09:14:08,"5",,"42412"
"593","593","OH-507","399009","11 Graham Dr",,"Athens","OH","45701",3,2021-06-14 09:14:08,2021-06-14 09:14:08,"5",,"42412"
"598","598","OH-507","399039","1112 Perry St",,"Defiance","OH","43512",3,2021-06-14 09:14:10,2021-06-14 09:14:10,"5",,"42412"
"600","600","OH-507","399039","1939 E. Second Street",,"Defiance","OH","43512",3,2021-06-14 09:14:11,2021-06-14 09:14:11,"5",,"42412"
"603","603","OH-507","399165","203 E. Warren St.",,"Lebanon","OH","45036",2,2021-06-14 09:14:13,2021-06-14 09:14:13,"5",,"42412"
"605","605","OH-507","391104","1744 Payne Ave.",,"Cleveland","OH","44114",1,2021-06-14 09:14:14,2021-06-14 09:14:14,"5",,"42412"
"606","606","OH-507","391104","1744 Payne Ave.",,"Cleveland","OH","44114",1,2021-06-14 09:14:15,2021-06-14 09:14:15,"5",,"42412"
"607","607","OH-507","399085","25 Freedom Rd.",,"Painesville","OH","44077",2,2021-06-14 09:14:15,2021-06-14 09:14:15,"5",,"42412"
"608","608","OH-507","393558","112 S 3rd St","","Newark","OH","43055",2,2021-06-14 09:14:16,2021-06-14 09:14:16,"5",,"42412"
"610","610","OH-507","392508","1211 Anita Dr","","Kent","OH","44240",2,2021-06-14 09:14:17,2021-06-14 09:14:17,"5",,"42412"
"1087","611","OH-507","399029","40722 State Route 154","","Lisbon","OH","44432",3,2021-06-30 14:58:00,2021-06-30 14:58:00,"24",,"42412"
"612","612","OH-507","399029","7880 Lincole Pl","","Lisbon","OH","44432",3,2021-06-14 09:14:19,2021-06-14 09:14:19,"5",,"42412"
"613","613","OH-507","399157","211 E High Ave","","New Philadelphia","OH","44663",3,2021-06-14 09:14:19,2021-06-14 09:14:19,"5",,"42412"
"614","614","OH-507","395016","114 N 4th St","","Steubenville","OH","43952",1,2021-06-14 09:14:20,2021-06-14 09:14:20,"5",,"42412"
"615","615","OH-507","399039","1939 E 2nd St","","Defiance","OH","43512",3,2021-06-14 09:14:20,2021-06-14 09:14:20,"5",,"42412"
"616","616","OH-507","393012","35 Park St N","","Mansfield","OH","44902",1,2021-06-14 09:14:21,2021-06-14 09:14:21,"5",,"42412"
"617","617","OH-507","399077","48 Executive Dr","","Norwalk","OH","44857",3,2021-06-14 09:14:21,2021-06-14 09:14:21,"5",,"42412"
"618","618","OH-507","399077","908 Seavers Way","","Sandusky","OH","44870",3,2021-06-14 09:14:22,2021-06-14 09:14:22,"5",,"42412"
"619","619","OH-507","399143","1421 E State St","","Fremont","OH","43420",3,2021-06-14 09:14:22,2021-06-14 09:14:22,"5",,"42412"
"622","622","OH-507","394680","1843 Superior St","","Sandusky","OH","44870",3,2021-06-14 09:14:25,2021-06-14 09:14:25,"5",,"42412"
"623","623","OH-507","399149","121 E North St","","Sidney","OH","45365",3,2021-06-14 09:14:25,2021-06-14 09:14:25,"5",,"42412"
"624","624","OH-507",,,,,,,,2021-06-14 09:14:25,2021-06-14 09:14:25,"5",,"42412"
"625","625","OH-507","399037","1100 Wayne St","","Troy","OH","45373",2,2021-06-14 09:14:26,2021-06-14 09:14:26,"5",,"42412"
"626","626","OH-507","399109","530 Crescent Dr","","Troy","OH","45373",2,2021-06-14 09:14:26,2021-06-14 09:14:26,"5",,"42412"
"627","627","OH-507","399037","1469 Sweitzer St","","Greenville","OH","45331",3,2021-06-14 09:14:27,2021-06-14 09:14:27,"5",,"42412"
"628","628","OH-507","399135","111 W Somers St","","Eaton","OH","45320",3,2021-06-14 09:14:27,2021-06-14 09:14:27,"5",,"42412"
"629","629","OH-507","399131","107 W 2nd St","","Waverly","OH","45690",3,2021-06-14 09:14:28,2021-06-14 09:14:28,"5",,"42412"
"630","630","OH-507","399087","120 N 3rd St","","Ironton","OH","45638",3,2021-06-14 09:14:28,2021-06-14 09:14:28,"5",,"42412"
"1153","631","OH-507","399145","615 8th St","","Portsmouth","OH","45662",2,2021-07-01 10:48:46,2021-07-01 10:48:46,"24",,"42412"
"632","632","OH-507","399047","320 N Hinde St","","Washington Court House","OH","43160",3,2021-06-14 09:14:30,2021-06-14 09:14:30,"5",,"42412"
"633","633","OH-507","399001","11483 State Route 41","","West Union","OH","45693",3,2021-06-14 09:14:31,2021-06-14 09:14:31,"5",,"42412"
"634","634","OH-507","399103","850 Walter Rd","","Medina","OH","44256",2,2021-06-14 09:14:31,2021-06-14 09:14:31,"5",,"42412"
"635","635","OH-507","399169","437 S Market St","","Wooster","OH","44691",3,2021-06-14 09:14:32,2021-06-14 09:14:32,"5",,"42412"
"636","636","OH-507","399007","6920 Austinburg Rd","","Ashtabula","OH","44004",3,2021-06-14 09:14:32,2021-06-14 09:14:32,"5",,"42412"
"637","637","OH-507","399007","4200 Park Ave","","Ashtabula","OH","44004",3,2021-06-14 09:14:33,2021-06-14 09:14:33,"5",,"42412"
"638","638","OH-507","395454","919 Main Ave SW","","Warren","OH","44483",1,2021-06-14 09:14:33,2021-06-14 09:14:33,"5",,"42412"
"639","639","OH-507","399155","2 N State St","","Girard","OH","44420",2,2021-06-14 09:14:34,2021-06-14 09:14:34,"5",,"42412"
"640","640","OH-507","399133","705 Oakwood St","","Ravenna","OH","44266",2,2021-06-14 09:14:35,2021-06-14 09:14:35,"5",,"42412"
"1131","641","OH-507","399085","1 Victoria Pl","","Painesville","OH","44077",2,2021-06-30 15:33:17,2021-06-30 15:33:17,"24",,"42412"
"642","642","OH-507","399119","828 Lee St","","Zanesville","OH","43701",3,2021-06-14 09:14:37,2021-06-14 09:14:37,"5",,"42412"
"643","643","OH-507","399119","515 Putnam Ave","","Zanesville","OH","43701",3,2021-06-14 09:14:38,2021-06-14 09:14:38,"5",,"42412"
"644","644","OH-507","393054","218 Putnam St","","Marietta","OH","45750",2,2021-06-14 09:14:38,2021-06-14 09:14:38,"5",,"42412"
"645","645","OH-507","399121","615 North St","","Caldwell","OH","43724",3,2021-06-14 09:14:39,2021-06-14 09:14:39,"5",,"42412"
"646","646","OH-507","399013","315 37th St","","Bellaire","OH","43906",3,2021-06-14 09:14:39,2021-06-14 09:14:39,"5",,"42412"
"647","647","OH-507","399097","306 Lafayette St","","London","OH","43140",3,2021-06-14 09:14:40,2021-06-14 09:14:40,"5",,"42412"
"648","648","OH-507","399041","35 N Washington St","","Delaware","OH","43015",2,2021-06-14 09:14:40,2021-06-14 09:14:40,"5",,"42412"
"649","649","OH-507","399041","3769 Columbus Pike","","Delaware","OH","43015",2,2021-06-14 09:14:41,2021-06-14 09:14:41,"5",,"42412"
"650","650","OH-507","399063","1800 N Blanchard St","","Findlay","OH","45840",3,2021-06-14 09:14:41,2021-06-14 09:14:41,"5",,"42412"
"1112","651","OH-507","399063","1637 Tiffin Ave","","Findlay","OH","45840",3,2021-06-30 15:18:00,2021-06-30 15:18:00,"24",,"42412"
"652","652","OH-507","399159","232 N Main St","","Marysville","OH","43040",3,2021-06-14 09:14:43,2021-06-14 09:14:43,"5",,"42412"
"653","653","OH-507","399101","326 W Fairground St","","Marion","OH","43302",3,2021-06-14 09:14:44,2021-06-14 09:14:44,"5",,"42412"
"655","655","OH-507","392730","328 W McKibben St","","Lima","OH","45801",2,2021-06-14 09:14:44,2021-06-14 09:14:44,"5",,"42412"
"656","656","OH-507","392730","540 S Central Ave","","Lima","OH","45804",1,2021-06-14 09:14:45,2021-06-14 09:14:45,"5",,"42412"
"657","657","OH-507","393222","1300 Girard Ave","","Middletown","OH","45044",3,2021-06-14 09:14:45,2021-06-14 09:14:45,"5",,"42412"
"658","658","OH-507","399091","123 N Detroit St","","West Liberty","OH","43357",3,2021-06-14 09:14:46,2021-06-14 09:14:46,"5",,"42412"
"659","659","OH-507","393222","34 S Main St","","Middletown","OH","45044",3,2021-06-14 09:14:46,2021-06-14 09:14:46,"5",,"42412"
"660","660","OH-507","399025","43 E Main St","","Amelia","OH","45102",2,2021-06-14 09:14:46,2021-06-14 09:14:46,"5",,"42412"
"1176","661","OH-507","399025","","","Batavia","OH","45103",3,2021-07-01 17:29:35,2021-07-01 17:29:35,"24",,"42412"
"662","662","OH-507","399165","203 E Warren St","","Lebanon","OH","45036",2,2021-06-14 09:14:48,2021-06-14 09:14:48,"5",,"42412"
"663","663","OH-507","399027","3003 Hospital Dr","","Batavia","OH","45103",3,2021-06-14 09:14:49,2021-06-14 09:14:49,"5",,"42412"
"664","664","OH-507","399017","2602 Victory Pkwy","","Cincinnati","OH","45206",1,2021-06-14 09:14:49,2021-06-14 09:14:49,"5",,"42412"
"665","665","OH-507","399165","990 E Ridge Dr","","Lebanon","OH","45036",2,2021-06-14 09:14:49,2021-06-14 09:14:49,"5",,"42412"
"666","666","OH-507","394998","501 W High St","","Springfield","OH","45506",1,2021-06-14 09:14:50,2021-06-14 09:14:50,"5",,"42412"
"667","667","OH-507","399057","124 S Detroit St","","Xenia","OH","45385",2,2021-06-14 09:14:50,2021-06-14 09:14:50,"5",,"42412"
"668","668","OH-507","399057","1080 E Main St","","Xenia","OH","45385",2,2021-06-14 09:14:51,2021-06-14 09:14:51,"5",,"42412"
"669","669","OH-507","399047","719 Rawlings St","","Washington Court House","OH","43160",3,2021-06-14 09:14:51,2021-06-14 09:14:51,"5",,"42412"
"1114","671","OH-507","399071","145 Homestead Ave","","Hillsboro","OH","45133",3,2021-06-30 15:19:17,2021-06-30 15:19:17,"24",,"42412"
"672","672","OH-507","399129","469 E Ohio St","","Circleville","OH","43113",3,2021-06-14 09:14:53,2021-06-14 09:14:53,"5",,"42412"
"673","673","OH-507","399073","841 Old McArthur Rd","","Logan","OH","43138",3,2021-06-14 09:14:54,2021-06-14 09:14:54,"5",,"42412"
"675","675","OH-507","399163","605 W Main St","","Mc Arthur","OH","45651",3,2021-06-14 09:14:55,2021-06-14 09:14:55,"5",,"42412"
"676","676","OH-507","399039","211 Biede Ave","","Defiance","OH","43512",3,2021-06-14 09:14:55,2021-06-14 09:14:55,"5",,"42412"
"677","677","OH-507","399057","1133 S Edwin C Moses Blvd","","Dayton","OH","45417",1,2021-06-14 09:14:56,2021-06-14 09:14:56,"5",,"42412"
"678","678","OH-507","395016","142 N 6th St","","Steubenville","OH","43952",1,2021-06-14 09:14:56,2021-06-14 09:14:56,"5",,"42412"
"679","679","OH-507","392634","1743 E Main St","","Lancaster","OH","43130",3,2021-06-14 09:14:57,2021-06-14 09:14:57,"5",,"42412"
"680","680","OH-507","393558","250 E Main St","","Newark","OH","43055",2,2021-06-14 09:14:57,2021-06-14 09:14:57,"5",,"42412"
"1118","681","OH-507","399009","11 Graham Dr","","Athens","OH","45701",3,2021-06-30 15:22:15,2021-06-30 15:22:15,"24",,"42412"
"682","682","OH-507","399053","1591 State Route 160","","Gallipolis","OH","45631",3,2021-06-14 09:14:59,2021-06-14 09:14:59,"5",,"42412"
"683","683","OH-507","399073","33 W 2nd St","","Logan","OH","43138",3,2021-06-14 09:15:00,2021-06-14 09:15:00,"5",,"42412"
"684","684","OH-507","399079","151 E Main St","","Jackson","OH","45640",3,2021-06-14 09:15:00,2021-06-14 09:15:00,"5",,"42412"
"685","685","OH-507","399105","150 Mill St","","Middleport","OH","45760",3,2021-06-14 09:15:01,2021-06-14 09:15:01,"5",,"42412"
"686","686","OH-507","399127","117 N Main St","","New Lexington","OH","43764",3,2021-06-14 09:15:01,2021-06-14 09:15:01,"5",,"42412"
"687","687","OH-507","399163","314 W Main St","","Mc Arthur","OH","45651",3,2021-06-14 09:15:02,2021-06-14 09:15:02,"5",,"42412"
"688","688","OH-507","399031","309 S Main St","","Mount Vernon","OH","43050",3,2021-06-14 09:15:02,2021-06-14 09:15:02,"5",,"42412"
"690","690","OH-507","399147","801 Kirk St","","Fostoria","OH","44830",3,2021-06-14 09:15:04,2021-06-14 09:15:04,"5",,"42412"
"1111","691","OH-507","390600","812 N College Dr","","Bowling Green","OH","43402",2,2021-06-30 15:17:18,2021-06-30 15:17:18,"24",,"42412"
"692","692","OH-507","399123","1848 E Perry St","","Port Clinton","OH","43452",3,2021-06-14 09:15:07,2021-06-14 09:15:07,"5",,"42412"
"693","693","OH-507","399169","104 Spink St","","Wooster","OH","44691",3,2021-06-14 09:15:08,2021-06-14 09:15:08,"5",,"42412"
"694","694","OH-507","399085","","","Painesville","OH","44077",2,2021-06-14 09:15:08,2021-06-14 09:15:08,"5",,"42412"
"695","695","OH-507","399007","1736 Superior Ave E","","Cleveland","OH","44114",1,2021-06-14 09:15:09,2021-06-14 09:15:09,"5",,"42412"
"696","696","OH-507","399013","155 W Main St","","Saint Clairsville","OH","43950",2,2021-06-14 09:15:09,2021-06-14 09:15:09,"5",,"42412"
"697","697","OH-507","399059","185 S 2nd St","","Byesville","OH","43723",3,2021-06-14 09:15:10,2021-06-14 09:15:10,"5",,"42412"
"698","698","OH-507","399167","50 3rd St","","Malta","OH","43758",3,2021-06-14 09:15:10,2021-06-14 09:15:10,"5",,"42412"
"699","699","OH-507","399083","8402 Blackjack Rd","","Mount Vernon","OH","43050",3,2021-06-14 09:15:11,2021-06-14 09:15:11,"5",,"42412"
"700","700","OH-507","399011","13093 Infirmary Rd","","Wapakoneta","OH","45895",2,2021-06-14 09:15:11,2021-06-14 09:15:11,"5",,"42412"
"1172","701","OH-507","399107","420 N Brandon Ave","","Celina","OH","45822",3,2021-07-01 17:27:06,2021-07-01 17:27:06,"24",,"42412"
"702","702","OH-507","399117","644 W Marion St","","Mount Gilead","OH","43338",3,2021-06-14 09:15:13,2021-06-14 09:15:13,"5",,"42412"
"703","703","OH-507","395016","114 N. 4th Street",,"Steubenville","OH","43952",1,2021-06-14 09:15:14,2021-06-14 09:15:14,"5",,"42412"
"704","704","OH-507","399029","7880 Lincole Pl",,"Lisbon","OH","44432",3,2021-06-14 09:15:14,2021-06-14 09:15:14,"5",,"42412"
"705","705","OH-507","399157","211 E. High Avenue",,"New Philadelphia","OH","44663",3,2021-06-14 09:15:15,2021-06-14 09:15:15,"5",,"42412"
"706","706","OH-507","393054","","","Marietta","OH","45750",2,2021-06-14 09:15:15,2021-06-14 09:15:15,"5",,"42412"
"707","707","OH-507","399111","108 E Marietta St","","Woodsfield","OH","43793",3,2021-06-14 09:15:16,2021-06-14 09:15:16,"5",,"42412"
"708","708","OH-507","399077","48 Executive Dr","","Norwalk","OH","44857",3,2021-06-14 09:15:16,2021-06-14 09:15:16,"5",,"42412"
"709","709","OH-507","390600","","","Bowling Green","OH","43402",2,2021-06-14 09:15:17,2021-06-14 09:15:17,"5",,"42412"
"710","710","OH-507","399133","705 Oakwood St","","Ravenna","OH","44266",2,2021-06-14 09:15:17,2021-06-14 09:15:17,"5",,"42412"
"1078","711","OH-507","399007","4125 Station Ave","","Ashtabula","OH","44004",3,2021-06-30 12:10:35,2021-06-30 12:10:35,"24",,"42412"
"712","712","OH-507","395454","175 Laird Ave NE","","Warren","OH","44483",1,2021-06-14 09:15:19,2021-06-14 09:15:19,"5",,"42412"
"713","713","OH-507","392820","2911 G Street",,"Lorain","OH","44052",2,2021-06-14 09:15:19,2021-06-14 09:15:19,"5",,"42412"
"714","714","OH-507","399007","6920 Austinburg Rd",,"Ashtabula","OH","44004",3,2021-06-14 09:15:20,2021-06-14 09:15:20,"5",,"42412"
"715","715","OH-507","395016","114 N. 4th Street",,"Steubenville","OH","43952",1,2021-06-14 09:15:20,2021-06-14 09:15:20,"5",,"42412"
"716","716","OH-507","399163","841 E Main St","","Chillicothe","OH","45601",3,2021-06-14 09:15:21,2021-06-14 09:15:21,"5",,"42412"
"717","717","OH-507","399143","127 South Front Street",,"Fremont","OH","43420",3,2021-06-14 09:15:21,2021-06-14 09:15:21,"5",,"42412"
"718","718","OH-507","393558","23 S Park Pl","Suite 200","Newark","OH","43055",2,2021-06-14 09:15:22,2021-06-14 09:15:22,"5",,"42412"
"719","719","OH-507","393558","65 Messimer Drive",,"Newark","OH","43055",2,2021-06-14 09:15:22,2021-06-14 09:15:22,"5",,"42412"
"720","720","OH-507","399031","120 N. 4th St.",,"Coshocton","OH","43812",3,2021-06-14 09:15:22,2021-06-14 09:15:22,"5",,"42412"
"1169","721","OH-507","394680","1843 Superior Street",,"Sandusky","OH","44870",3,2021-07-01 10:58:56,2021-07-01 10:58:56,"24",,"42412"
"722","722","OH-507","393012","124 W. Third St.",,"Mansfield","OH","44902",1,2021-06-14 09:15:24,2021-06-14 09:15:24,"5",,"42412"
"723","723","OH-507","399001","11483 St. Rt. 41",,"West Union","OH","45693",3,2021-06-14 09:15:25,2021-06-14 09:15:25,"5",,"42412"
"724","724","OH-507","399087","305 N Fifth St",,"Ironton","OH","45638",3,2021-06-14 09:15:26,2021-06-14 09:15:26,"5",,"42412"
"725","725","OH-507","399131","941 Market Street P.O. Box 799",,"Piketon","OH","45661",3,2021-06-14 09:15:26,2021-06-14 09:15:26,"5",,"42412"
"729","729","OH-507","399047","1400 U.S. Route 22 NW",,"Washington Court House","OH","43160",3,2021-06-14 09:15:28,2021-06-14 09:15:28,"5",,"42412"
"730","730","OH-507","399155","Confidential - Someplace Safe",,"Warren","OH","44483",1,2021-06-14 09:15:29,2021-06-14 09:15:29,"5",,"42412"
"732","732","OH-507","399041","51 W Central Ave",,"Delaware","OH","43015",2,2021-06-14 09:15:31,2021-06-14 09:15:31,"5",,"42412"
"733","733","OH-507","399155","375 N Park Ave",,"Warren","OH","44481",3,2021-06-14 09:15:31,2021-06-14 09:15:31,"5",,"42412"
"734","734","OH-507","394998","501 W. High St.",,"Springfield","OH","45506",1,2021-06-14 09:15:32,2021-06-14 09:15:32,"5",,"42412"
"736","736","OH-507","394998","501 W. High St.",,"Springfield","OH","45506",1,2021-06-14 09:15:32,2021-06-14 09:15:32,"5",,"42412"
"737","737","OH-507","393558","23 S Park Pl","Suite 200","Newark","OH","43055",2,2021-06-14 09:15:33,2021-06-14 09:15:33,"5",,"42412"
"739","739","OH-507","399031","120 N. 4th St.",,"Coshocton","OH","43812",3,2021-06-14 09:15:34,2021-06-14 09:15:34,"5",,"42412"
"740","740","OH-507","399031","120 N. 4th St.",,"Coshocton","OH","43812",3,2021-06-14 09:15:34,2021-06-14 09:15:34,"5",,"42412"
"1128","741","OH-507","399031","120 N. 4th St.",,"Coshocton","OH","43812",3,2021-06-30 15:30:58,2021-06-30 15:30:58,"24",,"42412"
"742","742","OH-507","393012","124 W 3rd St","","Mansfield","OH","44902",1,2021-06-14 09:15:37,2021-06-14 09:15:37,"5",,"42412"
"744","744","OH-507","399009","1950 Mount St. Mary's Dr.",,"Nelsonville","OH","45764",3,2021-06-14 09:15:38,2021-06-14 09:15:38,"5",,"42412"
"745","745","OH-507","399131","109 W 2nd St","","Waverly","OH","45690",3,2021-06-14 09:15:38,2021-06-14 09:15:38,"5",,"42412"
"747","747","OH-507","399039","1939 E. Second Street",,"Defiance","OH","43512",3,2021-06-14 09:15:39,2021-06-14 09:15:39,"5",,"42412"
"748","748","OH-507","393054","218 Putnam St.",,"Marietta","OH","45750",2,2021-06-14 09:15:40,2021-06-14 09:15:40,"5",,"42412"
"749","749","OH-507","393054","218 Putnam St.",,"Marietta","OH","45750",2,2021-06-14 09:15:40,2021-06-14 09:15:40,"5",,"42412"
"750","750","OH-507","399145","2313 17th St.",,"Portsmouth","OH","45662",2,2021-06-14 09:15:40,2021-06-14 09:15:40,"5",,"42412"
"1100","751","OH-507","399109","530 Crescent Dr","","Troy","OH","45373",2,2021-06-30 15:08:40,2021-06-30 15:08:40,"24",,"42412"
"752","752","OH-507","399109","530 Crescent Dr","","Troy","OH","45373",2,2021-06-14 09:15:42,2021-06-14 09:15:42,"5",,"42412"
"753","753","OH-507","399165","203 E. Warren St.",,"Lebanon","OH","45036",2,2021-06-14 09:15:42,2021-06-14 09:15:42,"5",,"42412"
"756","756","OH-507","399165","600 Cincinnati Ave","","Lebanon","OH","45036",2,2021-06-14 09:15:44,2021-06-14 09:15:44,"5",,"42412"
"757","757","OH-507","393558","23 S Park Pl","Suite 200","Newark","OH","43055",2,2021-06-14 09:15:44,2021-06-14 09:15:44,"5",,"42412"
"758","758","OH-507","399133","705 Oakwood St","Ste. 221","Ravenna","OH","44266",2,2021-06-14 09:15:44,2021-06-14 09:15:44,"5",,"42412"
"759","759","OH-507","393558","23 S Park Pl","Suite 200","Newark","OH","43055",2,2021-06-14 09:15:45,2021-06-14 09:15:45,"5",,"42412"
"760","760","OH-507","399005","2233 Rocky Lane",,"Ashland","OH","44805",2,2021-06-14 09:15:45,2021-06-14 09:15:45,"5",,"42412"
"1124","761","OH-507","399087","305 N Fifth St",,"Ironton","OH","45638",3,2021-06-30 15:28:35,2021-06-30 15:28:35,"24",,"42412"
"763","763","OH-507","399135","308 Eaton Lewisburg Rd.",,"Eaton","OH","45320",3,2021-06-14 09:15:48,2021-06-14 09:15:48,"5",,"42412"
"764","764","OH-507","399021","300 Miami Street",,"Urbana","OH","43078",2,2021-06-14 09:15:48,2021-06-14 09:15:48,"5",,"42412"
"766","766","OH-507","399085","25 Freedom Rd.",,"Painesville","OH","44077",2,2021-06-14 09:15:49,2021-06-14 09:15:49,"5",,"42412"
"767","767","OH-507","399103","120 W Washington St","Suite 1-L","Medina","OH","44256",2,2021-06-14 09:15:50,2021-06-14 09:15:50,"5",,"42412"
"768","768","OH-507","399091","1521 N. Detroit Street",,"West Liberty","OH","43357",3,2021-06-14 09:15:50,2021-06-14 09:15:50,"5",,"42412"
"769","769","OH-507","394998","501 W. High St.",,"Springfield","OH","45506",1,2021-06-14 09:15:51,2021-06-14 09:15:51,"5",,"42412"
"770","770","OH-507","394998","501 W. High St.",,"Springfield","OH","45506",1,2021-06-14 09:15:51,2021-06-14 09:15:51,"5",,"42412"
"1150","771","OH-507","399141","250 N. Woodbridge Ave.",,"Chillicothe","OH","45601",3,2021-07-01 10:46:29,2021-07-01 10:46:29,"24",,"42412"
"772","772","OH-507","399009","11 Graham Dr",,"Athens","OH","45701",3,2021-06-14 09:15:53,2021-06-14 09:15:53,"5",,"42412"
"773","773","OH-507","399009","11 Graham Dr",,"Athens","OH","45701",3,2021-06-14 09:15:54,2021-06-14 09:15:54,"5",,"42412"
"774","774","OH-507","399031","120 N. 4th St.",,"Coshocton","OH","43812",3,2021-06-14 09:15:54,2021-06-14 09:15:54,"5",,"42412"
"775","775","OH-507","399085","1 Victoria Pl","Ste 265A","Painesville","OH","44077",2,2021-06-14 09:15:55,2021-06-14 09:15:55,"5",,"42412"
"778","778","OH-507","391176","966 Main St",,"Columbus","OH","43205",1,2021-06-14 09:15:56,2021-06-14 09:15:56,"5",,"42412"
