InventoryID,ProjectID,CoCCode,HouseholdType,Availability,UnitInventory,BedInventory,CHVetBedInventory,YouthVetBedInventory,VetBedInventory,CHYouthBedInventory,YouthBedInventory,CHBedInventory,OtherBedInventory,ESBedType,InventoryStartDate,InventoryEndDate,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
"270","104","OH-507",3,,15,35,,,,,,,35,,2017-04-01,2023-12-31,2021-06-14 09:34:11,2024-04-22 10:59:42,"27",,"42412"
"271","104","OH-507",1,,15,15,,,,,,,15,,2016-01-01,2016-09-30,2021-06-14 09:34:11,2021-07-12 11:52:04,"28",,"42412"
"272","105","OH-507",1,,15,18,,,,,,,18,,2011-01-01,,2021-06-14 09:34:11,2021-08-06 19:39:05,"26",,"42412"
"273","106","OH-507",3,,13,29,,,,,,29,,,2016-10-01,,2021-06-14 09:34:11,2021-06-14 09:34:11,"5",,"42412"
"274","106","OH-507",1,,55,55,,,,,,,55,,2014-12-19,2014-12-31,2021-06-14 09:34:11,2021-07-13 11:04:16,"28",,"42412"
"275","106","OH-507",1,,42,42,,,,,,42,,,2016-10-01,2017-09-30,2021-06-14 09:34:11,2021-07-13 11:04:21,"28",,"42412"
"276","106","OH-507",1,,42,42,,,,,,42,,,2017-10-01,,2021-06-14 09:34:11,2021-07-13 11:04:30,"28",,"42412"
"277","106","OH-507",1,,53,53,,,,,,,53,,2015-01-01,2016-09-30,2021-06-14 09:34:11,2021-07-13 11:04:37,"28",,"42412"
"278","106","OH-507",1,,49,49,,,,,,,49,,2013-05-01,2014-12-18,2021-06-14 09:34:11,2021-07-13 11:04:53,"28",,"42412"
"279","106","OH-507",3,,3,7,,,,,,,7,,2015-01-01,2016-09-30,2021-06-14 09:34:11,2021-06-14 09:34:11,"5",,"42412"
"286","107","OH-507",1,,3,3,,,,,,,3,,2011-01-01,2015-12-31,2021-06-14 09:34:12,2021-08-08 12:43:40,"26",,"42412"
"287","107","OH-507",1,,3,3,,,,,,,3,,2016-01-01,,2021-06-14 09:34:12,2022-01-27 15:22:50,"424",,"42412"
"288","107","OH-507",3,,4,8,,,,,,,8,,2016-01-01,,2021-06-14 09:34:12,2022-01-27 15:23:01,"424",,"42412"
"289","107","OH-507",3,,2,6,,,,,,,6,,2011-01-01,2015-12-31,2021-06-14 09:34:12,2021-06-14 09:34:12,"5",,"42412"
"280","108","OH-507",1,,21,21,,,,,,21,,,2016-10-01,2018-12-31,2021-06-14 09:34:11,2021-07-08 14:48:11,"28",,"42412"
"281","108","OH-507",3,,1,4,,,,,,4,,,2016-10-01,,2021-06-14 09:34:11,2021-06-14 09:34:11,"5",,"42412"
"282","108","OH-507",3,,1,20,,,,,,,20,,2011-01-01,2014-12-31,2021-06-14 09:34:12,2021-06-14 09:34:12,"5",,"42412"
"283","108","OH-507",3,,15,30,,,,,,,30,,2016-01-01,2016-09-30,2021-06-14 09:34:12,2021-06-14 09:34:12,"5",,"42412"
"284","108","OH-507",1,,17,17,,,,,,17,,,2019-01-01,,2021-06-14 09:34:12,2021-07-08 14:48:04,"28",,"42412"
"285","108","OH-507",3,,15,36,,,,,,,36,,2015-01-01,2015-12-31,2021-06-14 09:34:12,2021-06-14 09:34:12,"5",,"42412"
"290","109","OH-507",1,,4,4,,,,,,,4,,2011-01-01,2016-09-30,2021-06-14 09:34:12,2021-07-20 22:38:01,"30",,"42412"
"291","109","OH-507",3,,5,13,,,,,,,13,,2016-10-01,,2021-06-14 09:34:12,2021-06-14 09:34:12,"5",,"42412"
"292","109","OH-507",3,,5,15,,,,,,,15,,2011-01-01,2016-09-30,2021-06-14 09:34:12,2021-06-14 09:34:12,"5",,"42412"
"293","109","OH-507",1,,4,4,,,,,,,4,,2016-10-01,,2021-06-14 09:34:12,2021-07-20 22:38:06,"30",,"42412"
"296","111","OH-507",3,,10,23,,,,,,,23,,2013-10-01,2015-12-31,2021-06-14 09:34:12,2021-06-14 09:34:12,"5",,"42412"
"297","111","OH-507",3,,10,25,,,,,,25,,,2016-01-01,,2021-06-14 09:34:12,2021-06-14 09:34:12,"5",,"42412"
"300","115","OH-507",3,1,4,14,,,,,,,14,1,2011-01-01,2017-12-11,2021-06-14 09:34:12,2021-06-14 09:34:12,"5",,"42412"
"301","115","OH-507",3,1,3,15,,,,,,,15,1,2017-12-12,2020-03-26,2021-06-14 09:34:12,2021-06-14 09:34:12,"5",,"42412"
"1654","115","OH-507",3,1,3,15,,,,,,,15,1,2021-06-15,2022-04-30,2022-01-20 11:43:31,2023-01-19 11:17:37,"27",,"42412"
"1763","115","OH-507",3,1,6,12,,,,,,,12,1,2022-05-01,,2023-01-19 11:18:11,2024-12-16 11:40:17,"424",,"42412"
"302","116","OH-507",1,,52,52,,,,,,52,,,2016-10-01,,2021-06-14 09:34:12,2024-04-08 14:21:53,"424",,"42412"
"303","116","OH-507",3,,5,11,,,,,,,11,,2014-12-30,2016-09-30,2021-06-14 09:34:13,2021-06-14 09:34:13,"5",,"42412"
"304","116","OH-507",1,,44,44,,,,,,,44,,2011-01-01,2014-12-30,2021-06-14 09:34:13,2021-07-20 18:42:16,"30",,"42412"
"305","116","OH-507",3,,6,17,,,,,,,17,,2016-10-01,,2021-06-14 09:34:13,2022-01-27 15:20:20,"424",,"42412"
"306","116","OH-507",1,,66,66,,,,,,,66,,2014-12-31,2016-09-30,2021-06-14 09:34:13,2021-07-20 18:42:22,"30",,"42412"
"307","117","OH-507",3,,12,25,,,,,,,25,,2013-03-04,2016-09-30,2021-06-14 09:34:13,2021-06-14 09:34:13,"5",,"42412"
"308","117","OH-507",3,,6,15,,,,,,,15,,2021-01-01,,2021-06-14 09:34:13,2021-06-14 09:34:13,"5",,"42412"
"309","117","OH-507",3,,12,25,,,,,,,25,,2016-10-01,2020-12-31,2021-06-14 09:34:13,2021-06-14 09:34:13,"5",,"42412"
"310","119","OH-507",3,,4,8,,,,,,8,,,2012-10-01,2017-09-30,2021-06-14 09:34:13,2021-06-14 09:34:13,"5",,"42412"
"311","119","OH-507",1,,11,11,,,,,,11,,,2012-10-01,2017-09-30,2021-06-14 09:34:13,2021-07-15 14:12:35,"28",,"42412"
"312","119","OH-507",1,,13,13,,,,,,,13,,2017-10-01,,2021-06-14 09:34:13,2022-01-27 13:58:06,"424",,"42412"
"313","119","OH-507",3,,2,4,,,,,,,4,,2017-10-01,,2021-06-14 09:34:13,2022-01-27 13:58:15,"424",,"42412"
"314","120","OH-507",1,,16,16,,,,,,,16,,2016-10-01,2023-06-28,2021-06-14 09:34:13,2024-11-07 16:26:22,"424",,"42412"
"315","120","OH-507",1,,12,12,,,,,,,12,,2011-01-01,2014-12-30,2021-06-14 09:34:13,2021-07-15 12:27:49,"28",,"42412"
"316","120","OH-507",1,,16,16,,,,,,,16,,2014-12-31,2016-09-30,2021-06-14 09:34:13,2021-07-15 12:27:57,"28",,"42412"
"317","120","OH-507",3,,4,8,,,,,,,8,,2016-09-13,2023-06-28,2021-06-14 09:34:13,2024-08-06 12:17:32,"227",,"42412"
"318","120","OH-507",3,,10,28,,,,,,,28,,2013-10-01,2014-12-30,2021-06-14 09:34:13,2021-06-14 09:34:13,"5",,"42412"
"319","120","OH-507",3,,7,19,,,,,,,19,,2014-12-31,2016-09-12,2021-06-14 09:34:13,2021-06-14 09:34:13,"5",,"42412"
"324","123","OH-507",1,,14,14,,,14,,,,,,2011-01-01,,2021-06-14 09:34:13,2021-07-21 17:39:18,"26",,"42412"
"325","124","OH-507",3,,8,24,,,,,,,24,,2016-10-01,2017-12-31,2021-06-14 09:34:13,2021-06-14 09:34:13,"5",,"42412"
"326","124","OH-507",3,,7,21,,,,,,,21,,2011-01-01,2016-09-30,2021-06-14 09:34:13,2021-06-14 09:34:13,"5",,"42412"
"327","124","OH-507",3,,7,21,,,,,,,21,,2018-01-01,,2021-06-14 09:34:13,2021-06-14 09:34:13,"5",,"42412"
"331","127","OH-507",3,1,2,6,,,,,,,6,1,2020-11-20,,2021-06-14 09:34:14,2021-06-14 09:34:14,"5",,"42412"
"332","127","OH-507",3,3,4,4,,,,,,,4,1,2015-01-01,2016-09-30,2021-06-14 09:34:14,2021-06-14 09:34:14,"5",,"42412"
"333","127","OH-507",3,1,3,10,,,,,,,10,1,2011-01-01,2014-06-30,2021-06-14 09:34:14,2021-06-14 09:34:14,"5",,"42412"
"334","127","OH-507",3,1,2,6,,,,,,,6,1,2014-07-01,2020-11-19,2021-06-14 09:34:14,2021-06-14 09:34:14,"5",,"42412"
"1646","127","OH-507",1,1,2,2,,,,,,,2,1,2020-11-20,,2022-01-13 12:50:42,2022-01-13 12:50:42,"424",,"42412"
"335","129","OH-507",3,,0,110,,,,,,,110,,2012-10-01,2014-12-30,2021-06-14 09:34:14,2021-06-14 09:34:14,"5",,"42412"
"336","129","OH-507",3,,72,243,,,,,,,243,,2014-12-31,,2021-06-14 09:34:14,2024-04-24 16:27:48,"424",,"42412"
"337","130","OH-507",3,1,7,20,,,,,,,20,1,2012-10-01,,2021-06-14 09:34:14,2021-06-14 09:34:14,"5",,"42412"
"338","130","OH-507",1,1,10,10,,,,,,,10,1,2012-10-01,,2021-06-14 09:34:14,2021-07-08 15:26:15,"30",,"42412"
"339","131","OH-507",1,,26,26,,,,,,,26,,2013-06-13,2023-11-30,2021-06-14 09:34:14,2024-03-13 12:05:40,"30",,"42412"
"1859","131","OH-507",1,,22,22,,,,,,,22,,2023-12-01,,2024-03-13 12:06:05,2024-03-13 12:06:05,"30",,"42412"
"340","132","OH-507",1,1,10,10,,,10,,,,,1,2018-04-01,,2021-06-14 09:34:14,2021-07-21 12:01:30,"28",,"42412"
"341","132","OH-507",1,1,12,12,,,12,,,,,1,2011-01-01,2017-07-01,2021-06-14 09:34:14,2021-07-21 12:01:36,"28",,"42412"
"342","132","OH-507",1,1,22,22,,,22,,,,,1,2017-07-02,2018-03-31,2021-06-14 09:34:14,2021-07-21 12:01:40,"28",,"42412"
"344","134","OH-507",1,,7,7,,,,,,7,,,2018-10-01,,2021-06-14 09:34:14,2024-04-08 14:16:55,"424",,"42412"
"345","134","OH-507",1,,8,8,,,,,,,8,,2011-01-01,2015-12-31,2021-06-14 09:34:14,2021-08-07 16:01:55,"28",,"42412"
"346","134","OH-507",1,,12,12,,,,,,,12,,2016-01-01,2018-09-30,2021-06-14 09:34:14,2021-08-07 16:02:00,"28",,"42412"
"350","135","OH-507",1,,37,37,,,,,,,37,,2018-10-01,,2021-06-14 09:34:14,2022-01-27 13:30:31,"424",,"42412"
"351","135","OH-507",1,,21,21,,,,,,,21,,2012-10-01,2014-12-30,2021-06-14 09:34:14,2021-07-17 20:03:19,"26",,"42412"
"352","135","OH-507",1,,7,7,,,,,,7,,,2018-03-01,2018-09-30,2021-06-14 09:34:14,2021-07-17 20:03:26,"26",,"42412"
"353","135","OH-507",1,,25,25,,,,,,,25,,2014-12-31,2018-02-28,2021-06-14 09:34:14,2021-07-17 20:03:36,"26",,"42412"
"354","135","OH-507",3,,4,16,,,,,,,16,,2014-10-01,2014-12-30,2021-06-14 09:34:14,2021-06-14 09:34:14,"5",,"42412"
"355","135","OH-507",3,,8,25,,,,,,,25,,2014-12-31,2018-02-28,2021-06-14 09:34:14,2021-06-14 09:34:14,"5",,"42412"
"347","136","OH-507",1,1,4,4,,,,,,,4,1,2011-01-01,2020-03-31,2021-06-14 09:34:14,2021-07-20 15:10:29,"28",,"42412"
"348","136","OH-507",1,1,3,3,,,,,,,3,1,2020-04-01,,2021-06-14 09:34:14,2021-07-20 15:10:34,"28",,"42412"
"349","136","OH-507",3,1,1,3,,,,,,,3,1,2011-01-01,,2021-06-14 09:34:14,2021-06-14 09:34:14,"5",,"42412"
"356","137","OH-507",3,,2,10,,,,,,,10,,2011-01-01,2014-12-30,2021-06-14 09:34:15,2021-06-14 09:34:15,"5",,"42412"
"357","137","OH-507",3,,3,9,,,,,,9,,,2014-12-31,2022-09-30,2021-06-14 09:34:15,2024-01-05 09:48:01,"424",,"42412"
"1814","137","OH-507",1,,4,4,,,,,,4,,,2014-12-31,,2023-11-29 14:53:42,2024-01-05 09:47:52,"424",,"42412"
"358","138","OH-507",3,1,6,28,,,,,,,28,1,2020-04-22,2020-09-30,2021-06-14 09:34:15,2022-02-02 15:54:04,"424",,"42412"
"359","138","OH-507",3,1,6,24,,,,,,,24,1,2014-06-01,2020-04-21,2021-06-14 09:34:15,2021-06-14 09:34:15,"5",,"42412"
"1679","138","OH-507",1,1,16,16,,,,,,,16,1,2020-10-01,,2022-02-02 15:54:35,2022-02-02 15:54:35,"424",,"42412"
"1680","138","OH-507",3,1,3,11,,,,,,,11,1,2020-10-01,,2022-02-02 15:55:05,2022-02-02 15:55:05,"424",,"42412"
"362","140","OH-507",1,,28,28,,,,,,,28,,2016-10-01,2018-09-30,2021-06-14 09:34:15,2021-07-06 18:24:57,"26",,"42412"
"363","140","OH-507",1,,15,15,,,,,,,15,,2011-01-01,2014-12-30,2021-06-14 09:34:15,2021-07-06 18:25:02,"26",,"42412"
"364","140","OH-507",1,,20,20,,,,,,,20,,2014-12-31,2016-09-30,2021-06-14 09:34:15,2021-07-06 18:25:10,"26",,"42412"
"365","140","OH-507",3,,4,12,,,,,,,12,,2014-12-31,2016-09-30,2021-06-14 09:34:15,2021-06-14 09:34:15,"5",,"42412"
"366","140","OH-507",3,,3,10,,,,,,,10,,2011-01-01,2014-12-30,2021-06-14 09:34:15,2021-06-14 09:34:15,"5",,"42412"
"367","140","OH-507",1,,55,55,,,,,,55,,,2018-10-01,,2021-06-14 09:34:15,2023-03-29 12:45:16,"424",,"42412"
"368","140","OH-507",3,,5,14,,,,,,,14,,2016-10-01,2018-09-30,2021-06-14 09:34:15,2021-06-14 09:34:15,"5",,"42412"
"369","140","OH-507",3,,8,18,,,,,,18,,,2018-10-01,,2021-06-14 09:34:15,2023-03-29 12:45:38,"424",,"42412"
"370","141","OH-507",3,1,6,40,,,,,,,40,1,2011-01-01,2016-09-30,2021-06-14 09:34:15,2021-06-14 09:34:15,"5",,"42412"
"371","141","OH-507",1,1,8,8,,,,,,,8,1,2011-01-01,2016-09-30,2021-06-14 09:34:15,2021-07-13 10:46:29,"28",,"42412"
"372","141","OH-507",3,1,5,20,,,,,,,20,1,2016-10-01,,2021-06-14 09:34:15,2021-06-14 09:34:15,"5",,"42412"
"373","141","OH-507",1,1,20,20,,,,,,,20,1,2016-10-01,,2021-06-14 09:34:15,2021-07-13 10:46:36,"28",,"42412"
"378","143","OH-507",3,,15,33,,,,,,,33,,2016-01-01,2016-09-30,2021-06-14 09:34:15,2021-06-14 09:34:15,"5",,"42412"
"379","143","OH-507",3,,15,36,,,,,,36,,,2016-10-01,,2021-06-14 09:34:15,2021-06-14 09:34:15,"5",,"42412"
"380","143","OH-507",3,,15,45,,,,,,,45,,2015-01-01,2015-12-31,2021-06-14 09:34:15,2021-06-14 09:34:15,"5",,"42412"
"381","143","OH-507",3,,10,34,,,,,,,34,,2013-10-01,2014-12-30,2021-06-14 09:34:16,2021-06-14 09:34:16,"5",,"42412"
"383","144","OH-507",1,,10,10,,,,,,10,,,2014-10-01,,2021-06-14 09:34:16,2024-04-08 14:30:09,"424",,"42412"
"384","144","OH-507",1,,13,13,,,,,,13,,,2013-10-01,2014-09-30,2021-06-14 09:34:16,2021-08-08 12:07:02,"26",,"42412"
"382","145","OH-507",1,,10,10,,,,,,,10,,2011-01-01,,2021-06-14 09:34:16,2022-01-27 15:19:42,"424",,"42412"
"385","146","OH-507",3,3,114,344,,,,,,,344,2,2020-01-01,2022-09-30,2021-06-14 09:34:16,2024-01-10 15:14:24,"424",,"42412"
"386","146","OH-507",3,3,1,1,,,,,,,1,2,2013-07-01,2013-09-30,2021-06-14 09:34:16,2021-07-15 14:11:23,"28",,"42412"
"387","146","OH-507",3,3,4,12,,,,,,,12,2,2013-10-01,2014-12-30,2021-06-14 09:34:16,2021-07-15 14:11:45,"28",,"42412"
"388","146","OH-507",3,3,3,9,,,,,,,9,2,2014-12-31,2015-04-01,2021-06-14 09:34:16,2021-07-15 14:11:52,"28",,"42412"
"389","146","OH-507",3,3,1,1,,,,,,,1,1,2016-10-01,2019-12-31,2021-06-14 09:34:16,2021-06-14 09:34:16,"5",,"42412"
"1835","146","OH-507",3,3,30,100,,,,,,,100,2,2022-10-01,2023-09-30,2024-01-10 15:14:47,2024-04-08 13:29:09,"424",,"42412"
"1868","146","OH-507",3,1,2,5,,,,,,,5,2,2023-10-01,,2024-04-08 13:29:39,2024-04-08 13:29:39,"424",,"42412"
"390","147","OH-507",1,,8,8,,,,,,8,,,2018-10-01,,2021-06-14 09:34:16,2021-08-07 16:00:35,"28",,"42412"
"391","147","OH-507",1,,12,12,,,,,,12,,,2016-01-01,2018-09-30,2021-06-14 09:34:16,2021-08-07 16:00:41,"28",,"42412"
"392","147","OH-507",1,,10,10,,,,,,10,,,2011-01-01,2015-12-31,2021-06-14 09:34:16,2021-08-07 16:00:49,"28",,"42412"
"393","148","OH-507",3,,6,20,,,,,,,20,,2011-01-01,2022-09-30,2021-06-14 09:34:16,2024-01-24 15:57:11,"27",,"42412"
"394","148","OH-507",1,,10,10,,,,,,,10,,2011-01-01,2022-09-30,2021-06-14 09:34:16,2024-01-24 15:55:42,"27",,"42412"
"1842","148","OH-507",1,,11,11,,,,,,,11,,2022-10-01,,2024-01-24 15:56:18,2024-01-24 15:56:18,"27",,"42412"
"1843","148","OH-507",3,,12,35,,,,,,,35,,2022-10-01,,2024-01-24 15:57:37,2024-01-24 15:57:37,"27",,"42412"
"395","149","OH-507",3,1,10,24,,,,,,,24,3,2011-02-08,,2021-06-14 09:34:16,2024-02-07 12:37:43,"28",,"42412"
"396","150","OH-507",3,,2,6,,,,,,6,,,2019-01-01,2019-11-30,2021-06-14 09:34:16,2021-06-14 09:34:16,"5",,"42412"
"397","150","OH-507",1,,39,39,,,,,,39,,,2016-01-01,2018-12-31,2021-06-14 09:34:16,2021-07-22 15:38:01,"28",,"42412"
"398","150","OH-507",3,,6,13,,,,,,,13,,2019-12-01,,2021-06-14 09:34:16,2022-01-27 13:59:43,"424",,"42412"
"399","150","OH-507",3,,1,4,,,,,,4,,,2016-01-01,2018-12-31,2021-06-14 09:34:16,2021-06-14 09:34:16,"5",,"42412"
"400","150","OH-507",1,,35,35,,,,,,35,,,2019-01-01,2019-11-30,2021-06-14 09:34:16,2021-07-22 15:38:07,"28",,"42412"
"401","150","OH-507",3,,9,35,,,,,,35,,,2013-10-01,2015-12-31,2021-06-14 09:34:16,2021-07-22 15:38:25,"28",,"42412"
"402","150","OH-507",1,,49,49,,,,,,,49,,2019-12-01,,2021-06-14 09:34:16,2022-01-27 13:59:55,"424",,"42412"
"418","154","OH-507",1,1,10,10,,,10,,,,,1,2018-05-01,,2021-06-14 09:34:17,2022-01-11 13:06:53,"424",,"42412"
"419","154","OH-507",3,1,3,9,,,9,,,,,1,2013-10-01,2018-08-31,2021-06-14 09:34:17,2021-06-14 09:34:17,"5",,"42412"
"420","154","OH-507",1,1,13,13,,,13,,,,,1,2014-12-31,2018-04-30,2021-06-14 09:34:17,2021-07-05 15:41:06,"30",,"42412"
"421","154","OH-507",1,1,5,5,,,,,,,5,1,2013-10-01,2014-12-30,2021-06-14 09:34:17,2021-07-05 15:41:18,"30",,"42412"
"422","154","OH-507",3,1,5,15,,,15,,,,,1,2018-09-01,,2021-06-14 09:34:17,2022-01-11 13:07:09,"424",,"42412"
"413","155","OH-507",3,,15,33,,,,,,,33,,2011-01-01,2016-09-30,2021-06-14 09:34:17,2021-06-14 09:34:17,"5",,"42412"
"414","155","OH-507",1,,29,29,,,,,,,29,,2011-01-01,2016-09-30,2021-06-14 09:34:17,2021-07-17 20:01:45,"26",,"42412"
"415","155","OH-507",3,,30,78,,,,,,78,,,2016-10-01,,2021-06-14 09:34:17,2021-06-14 09:34:17,"5",,"42412"
"416","155","OH-507",1,,21,21,,,,,,,21,,2016-10-01,,2021-06-14 09:34:17,2022-01-27 13:30:06,"424",,"42412"
"425","157","OH-507",1,,8,8,,,8,,,,,,2011-04-01,,2021-06-14 09:34:17,2024-02-08 10:34:18,"28",,"42412"
"423","158","OH-507",3,,1,3,,,,,,,3,,2011-01-01,2014-12-31,2021-06-14 09:34:17,2021-06-14 09:34:17,"5",,"42412"
"424","158","OH-507",1,,4,4,,,4,,,,,,2015-01-01,2023-09-30,2021-06-14 09:34:17,2024-01-10 13:29:30,"227",,"42412"
"426","159","OH-507",3,,1,2,,,,,,2,,,2016-01-01,,2021-06-14 09:34:17,2021-06-14 09:34:17,"5",,"42412"
"427","159","OH-507",3,,1,3,,,,,,,3,,2011-01-01,2015-12-31,2021-06-14 09:34:17,2021-06-14 09:34:17,"5",,"42412"
"428","159","OH-507",1,,10,10,,,,,,10,,,2016-01-01,2023-09-30,2021-06-14 09:34:17,2023-12-18 13:28:11,"27",,"42412"
"429","159","OH-507",1,,11,11,,,,,,,11,,2011-01-01,2015-12-31,2021-06-14 09:34:17,2021-07-22 15:52:45,"28",,"42412"
"1828","159","OH-507",1,,8,8,,,,,,,8,,2023-10-01,,2023-12-18 13:28:40,2023-12-18 13:28:40,"27",,"42412"
"430","160","OH-507",1,,4,4,4,,,,,,,,2011-01-01,,2021-06-14 09:34:17,2021-07-21 18:44:04,"26",,"42412"
"433","162","OH-507",1,1,11,11,,,,,,,11,1,2011-01-01,2022-01-24,2021-06-14 09:34:18,2023-01-03 14:34:30,"424",,"42412"
"434","164","OH-507",1,,17,17,,,,,,17,,,2011-05-31,,2021-06-14 09:34:18,2024-02-08 10:35:13,"28",,"42412"
"435","164","OH-507",3,,2,4,,,,,,4,,,2011-05-31,,2021-06-14 09:34:18,2024-02-08 10:35:23,"28",,"42412"
"445","169","OH-507",3,,5,18,,,,,,18,,,2013-06-01,,2021-06-14 09:34:18,2021-06-14 09:34:18,"5",,"42412"
"446","169","OH-507",1,,10,10,,,,,,10,,,2013-06-01,,2021-06-14 09:34:18,2021-07-22 15:39:43,"28",,"42412"
"447","170","OH-507",3,,1,3,,,,,,3,,,2019-10-01,,2021-06-14 09:34:18,2021-06-14 09:34:18,"5",,"42412"
"448","170","OH-507",3,,3,11,,,,,,11,,,2017-10-01,2019-09-30,2021-06-14 09:34:18,2021-06-14 09:34:18,"5",,"42412"
"449","170","OH-507",3,,3,6,,,,,,6,,,2013-10-01,2017-09-30,2021-06-14 09:34:18,2021-06-14 09:34:18,"5",,"42412"
"450","170","OH-507",1,,13,13,,,,,,13,,,2019-10-01,,2021-06-14 09:34:18,2021-07-20 22:22:56,"30",,"42412"
"451","170","OH-507",1,,7,7,,,,,,7,,,2017-10-01,2019-09-30,2021-06-14 09:34:18,2021-07-20 22:23:00,"30",,"42412"
"452","170","OH-507",1,,15,15,,,,,,15,,,2013-10-01,2017-09-30,2021-06-14 09:34:18,2021-07-20 22:23:04,"30",,"42412"
"453","171","OH-507",3,,50,175,,,,,,175,,,2016-10-01,2019-05-31,2021-06-14 09:34:18,2021-06-14 09:34:18,"5",,"42412"
"454","171","OH-507",3,,41,143,,,,,,,143,,2014-12-31,2015-12-31,2021-06-14 09:34:18,2021-06-14 09:34:18,"5",,"42412"
"455","171","OH-507",3,,50,165,,,,,,,165,,2019-06-01,,2021-06-14 09:34:18,2021-06-14 09:34:18,"5",,"42412"
"456","171","OH-507",3,,34,114,,,,,,,114,,2011-01-01,2014-12-30,2021-06-14 09:34:18,2021-06-14 09:34:18,"5",,"42412"
"457","171","OH-507",1,,75,75,,,,,,,75,,2019-06-01,,2021-06-14 09:34:19,2022-01-27 15:31:29,"424",,"42412"
"458","171","OH-507",3,,55,166,,,,,,,166,,2016-01-01,2016-09-30,2021-06-14 09:34:19,2021-06-14 09:34:19,"5",,"42412"
"459","172","OH-507",1,,16,16,,,16,,,,,,2018-10-01,,2021-06-14 09:34:19,2022-01-26 13:54:22,"424",,"42412"
"460","172","OH-507",1,,8,8,,,,,,,8,,2011-01-01,2018-09-30,2021-06-14 09:34:19,2021-07-21 11:59:13,"28",,"42412"
"461","173","OH-507",1,,8,8,,,,,,,8,,2012-10-01,,2021-06-14 09:34:19,2022-01-27 13:50:38,"424",,"42412"
"462","173","OH-507",3,,7,15,,,,,,,15,,2013-10-01,,2021-06-14 09:34:19,2024-04-08 14:01:35,"424",,"42412"
"463","174","OH-507",1,,3,3,,,,,,3,,,2014-12-31,,2021-06-14 09:34:19,2021-07-21 18:15:04,"26",,"42412"
"464","174","OH-507",3,,15,35,,,,,,35,,,2013-10-01,,2021-06-14 09:34:19,2021-06-14 09:34:19,"5",,"42412"
"469","178","OH-507",3,,1,2,,,,,2,,,,2020-07-01,,2021-06-14 09:34:19,2022-01-26 15:34:38,"424",,"42412"
"470","178","OH-507",1,,6,6,,,,,6,,,,2013-01-01,2020-06-30,2021-06-14 09:34:19,2021-08-06 21:57:55,"30",,"42412"
"471","178","OH-507",1,,4,4,,,,,4,,,,2020-07-01,,2021-06-14 09:34:19,2022-01-26 15:34:49,"424",,"42412"
"472","179","OH-507",3,,4,11,,,11,,,,,,2015-01-01,,2021-06-14 09:34:19,2024-04-24 16:23:34,"424",,"42412"
"473","179","OH-507",1,,3,3,,,3,,,,,,2015-01-01,,2021-06-14 09:34:19,2022-01-20 11:31:33,"424",,"42412"
"474","181","OH-507",3,,7,21,,,,,,,21,,2017-12-16,2018-09-30,2021-06-14 09:34:19,2021-06-14 09:34:19,"5",,"42412"
"475","181","OH-507",3,,8,21,,,,,,,21,,2020-07-01,,2021-06-14 09:34:19,2021-06-14 09:34:19,"5",,"42412"
"476","181","OH-507",1,,2,2,,,,,,,2,,2018-10-01,,2021-06-14 09:34:19,2021-07-05 17:17:08,"26",,"42412"
"477","181","OH-507",1,,3,3,,,,,,,3,,2017-12-16,2018-09-30,2021-06-14 09:34:19,2021-07-05 17:17:14,"26",,"42412"
"478","181","OH-507",3,,8,23,,,,,,,23,,2018-10-01,2020-06-30,2021-06-14 09:34:19,2021-06-14 09:34:19,"5",,"42412"
"479","181","OH-507",3,,6,14,,,,,,,14,,2012-10-01,2014-12-31,2021-06-14 09:34:19,2021-06-14 09:34:19,"5",,"42412"
"480","181","OH-507",1,,4,4,,,,,,,4,,2012-10-01,2017-12-15,2021-06-14 09:34:20,2021-07-05 17:17:21,"26",,"42412"
"481","182","OH-507",3,,4,12,,,,,,12,,,2012-07-25,,2021-06-14 09:34:20,2024-02-08 10:36:13,"28",,"42412"
"482","183","OH-507",1,,7,7,,,,,,,7,,2015-02-01,,2021-06-14 09:34:20,2021-07-07 15:05:54,"28",,"42412"
"483","183","OH-507",3,,1,3,,,,,,,3,,2013-01-01,2015-01-31,2021-06-14 09:34:20,2021-07-07 15:06:06,"28",,"42412"
"484","183","OH-507",3,,4,12,,,,,,,12,,2015-02-01,,2021-06-14 09:34:20,2021-06-14 09:34:20,"5",,"42412"
"485","184","OH-507",3,,5,10,,,,,,,10,,2015-01-01,,2021-06-14 09:34:20,2024-04-08 13:55:09,"424",,"42412"
"486","184","OH-507",1,,7,7,,,,,,,7,,2015-01-01,,2021-06-14 09:34:20,2024-04-08 13:55:21,"424",,"42412"
"487","184","OH-507",3,,8,20,,,,,,,20,,2013-01-01,2014-12-31,2021-06-14 09:34:20,2021-06-14 09:34:20,"5",,"42412"
"488","185","OH-507",3,,1,2,,,,,,,2,,2017-10-01,,2021-06-14 09:34:20,2024-04-08 13:56:26,"424",,"42412"
"489","185","OH-507",1,,11,11,,,,,,,11,,2013-01-01,2014-12-31,2021-06-14 09:34:20,2021-07-05 15:11:19,"26",,"42412"
"490","185","OH-507",1,,1,1,,,,,,,1,,2015-01-01,,2021-06-14 09:34:20,2024-04-08 13:56:20,"424",,"42412"
