InventoryID,ProjectID,CoCCode,HouseholdType,Availability,UnitInventory,BedInventory,CHVetBedInventory,YouthVetBedInventory,VetBedInventory,CHYouthBedInventory,YouthBedInventory,CHBedInventory,OtherBedInventory,ESBedType,InventoryStartDate,InventoryEndDate,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
"701","322","OH-507",1,,16,16,,,16,,,,,,2019-10-01,,2021-06-14 09:34:28,2024-04-24 16:45:14,"424",,"42412"
"702","322","OH-507",3,,1,2,,,,,,,2,,2015-01-01,2019-09-30,2021-06-14 09:34:28,2021-06-14 09:34:28,"5",,"42412"
"703","322","OH-507",3,,1,3,,,,,,,3,,2013-10-01,2014-12-31,2021-06-14 09:34:28,2021-06-14 09:34:28,"5",,"42412"
"704","322","OH-507",1,,3,3,,,,,,,3,,2015-01-01,2019-09-30,2021-06-14 09:34:28,2021-07-21 17:31:40,"26",,"42412"
"705","323","OH-507",1,,3,3,,,3,,,,,,2015-01-01,,2021-06-14 09:34:29,2024-04-24 16:46:04,"424",,"42412"
"706","323","OH-507",3,,2,4,,,4,,,,,,2015-01-01,,2021-06-14 09:34:29,2022-01-11 13:00:45,"424",,"42412"
"707","323","OH-507",3,,1,2,,,,,,,2,,2013-10-01,2014-12-31,2021-06-14 09:34:29,2021-07-21 18:56:39,"26",,"42412"
"708","325","OH-507",1,1,1,1,,,,,,,1,1,2012-10-01,,2021-06-14 09:34:29,2021-07-05 15:14:33,"26",,"42412"
"709","325","OH-507",3,1,3,12,,,,,,,12,1,2012-10-01,,2021-06-14 09:34:29,2021-06-14 09:34:29,"5",,"42412"
"710","326","OH-507",3,1,5,18,,,,,,,18,1,2019-04-01,2020-10-31,2021-06-14 09:34:29,2021-06-14 09:34:29,"5",,"42412"
"711","326","OH-507",3,1,4,17,,,,,,,17,1,2018-01-01,2019-03-31,2021-06-14 09:34:29,2021-06-14 09:34:29,"5",,"42412"
"712","326","OH-507",3,1,3,9,,,,,,,9,1,2012-10-01,2017-12-31,2021-06-14 09:34:29,2021-06-14 09:34:29,"5",,"42412"
"713","326","OH-507",3,1,5,19,,,,,,,19,1,2020-11-01,,2021-06-14 09:34:29,2021-06-14 09:34:29,"5",,"42412"
"714","326","OH-507",1,1,3,3,,,,,,,3,1,2012-10-01,2019-03-31,2021-06-14 09:34:29,2021-07-12 16:31:54,"28",,"42412"
"715","326","OH-507",1,1,4,4,,,,,,,4,1,2019-04-01,,2021-06-14 09:34:29,2021-07-12 16:31:59,"28",,"42412"
"716","327","OH-507",3,,10,25,,,25,,,,,,2016-10-01,,2021-06-14 09:34:29,2022-01-27 12:01:35,"424",,"42412"
"717","327","OH-507",1,,29,29,,,29,,,,,,2015-01-01,2016-09-30,2021-06-14 09:34:29,2021-07-05 17:09:27,"26",,"42412"
"718","327","OH-507",1,,25,25,,,25,,,,,,2016-10-01,,2021-06-14 09:34:29,2022-01-27 12:39:45,"424",,"42412"
"719","327","OH-507",1,,23,23,,,,,,,23,,2012-10-01,2014-12-31,2021-06-14 09:34:29,2021-07-05 17:09:40,"26",,"42412"
"720","327","OH-507",3,,12,38,,,,,,,38,,2012-10-01,2014-12-31,2021-06-14 09:34:29,2021-06-14 09:34:29,"5",,"42412"
"721","327","OH-507",3,,6,28,,,28,,,,,,2015-01-01,2016-09-30,2021-06-14 09:34:29,2021-06-14 09:34:29,"5",,"42412"
"722","328","OH-507",1,1,3,3,,,,,,,3,1,2012-10-01,,2021-06-14 09:34:29,2021-08-08 10:48:15,"26",,"42412"
"723","328","OH-507",3,1,2,8,,,,,,,8,1,2012-10-01,,2021-06-14 09:34:29,2021-06-14 09:34:29,"5",,"42412"
"724","329","OH-507",3,1,3,7,,,,,,,7,1,2012-10-01,,2021-06-14 09:34:29,2021-06-14 09:34:29,"5",,"42412"
"725","330","OH-507",3,2,0,27,,,,,,,27,1,2014-11-15,2015-02-28,2021-06-14 09:34:29,2021-06-14 09:34:29,"5",,"42412"
"726","330","OH-507",3,2,0,27,,,,,,,27,1,2015-11-15,2016-02-28,2021-06-14 09:34:29,2021-06-14 09:34:29,"5",,"42412"
"727","330","OH-507",1,2,20,20,,,,,,,20,1,2018-11-15,2019-02-28,2021-06-14 09:34:29,2021-07-07 22:56:04,"30",,"42412"
"728","330","OH-507",1,2,27,27,,,,,,,27,3,2017-11-15,2018-02-28,2021-06-14 09:34:29,2021-07-07 22:56:09,"30",,"42412"
"729","330","OH-507",3,2,0,27,,,,,,,27,3,2016-11-15,2017-02-28,2021-06-14 09:34:30,2021-06-14 09:34:30,"5",,"42412"
"1774","330","OH-507",1,2,30,30,,,,,,,30,3,2023-01-08,2023-02-25,2023-02-03 14:48:48,2023-02-03 14:48:48,"30",,"42412"
"1902","330","OH-507",1,2,30,30,,,,,,,30,3,2025-01-05,2025-04-01,2024-12-02 16:14:56,2024-12-02 16:14:56,"27",,"42412"
"731","332","OH-507",3,1,7,17,,,,,,,17,1,2018-10-01,,2021-06-14 09:34:30,2021-06-14 09:34:30,"5",,"42412"
"732","332","OH-507",3,1,3,7,,,,,,,7,1,2015-01-01,2018-09-30,2021-06-14 09:34:30,2021-06-14 09:34:30,"5",,"42412"
"733","333","OH-507",1,1,4,4,,,,,,,4,1,2012-10-01,2017-12-31,2021-06-14 09:34:30,2021-07-06 17:58:56,"30",,"42412"
"734","333","OH-507",3,1,6,12,,,,,,,12,1,2012-10-01,2017-12-31,2021-06-14 09:34:30,2021-06-14 09:34:30,"5",,"42412"
"735","333","OH-507",3,1,6,16,,,,,,,16,1,2018-01-01,,2021-06-14 09:34:30,2021-06-14 09:34:30,"5",,"42412"
"736","334","OH-507",1,,3,3,,,,,,,3,,2015-01-01,2017-12-31,2021-06-14 09:34:30,2021-07-06 17:57:55,"30",,"42412"
"737","334","OH-507",3,,6,17,,,,,,,17,,2015-01-01,2017-12-31,2021-06-14 09:34:30,2021-06-14 09:34:30,"5",,"42412"
"738","334","OH-507",1,,7,7,,,,,,,7,,2012-10-01,2014-12-31,2021-06-14 09:34:30,2021-07-06 17:58:05,"30",,"42412"
"739","334","OH-507",1,,3,3,,,,,,,3,,2018-01-01,2021-02-28,2021-06-14 09:34:30,2022-02-02 14:44:49,"424",,"42412"
"740","334","OH-507",3,,5,12,,,,,,,12,,2012-10-01,2014-12-31,2021-06-14 09:34:30,2021-06-14 09:34:30,"5",,"42412"
"741","334","OH-507",3,,5,19,,,,,,,19,,2018-01-01,2020-12-01,2021-06-14 09:34:30,2022-01-26 16:39:04,"424",,"42412"
"1668","334","OH-507",3,,2,7,,,,,,,7,,2020-12-02,2021-02-28,2022-01-26 16:39:30,2022-02-02 14:44:06,"424",,"42412"
"1677","334","OH-507",3,,5,19,,,,,,,19,,2021-03-01,,2022-02-02 14:44:31,2022-02-02 14:44:31,"424",,"42412"
"1678","334","OH-507",1,,4,4,,,,,,,4,,2021-03-01,,2022-02-02 14:45:06,2022-02-02 14:45:06,"424",,"42412"
"742","335","OH-507",3,1,4,10,,,,,,,10,1,2012-10-01,,2021-06-14 09:34:30,2021-06-14 09:34:30,"5",,"42412"
"743","335","OH-507",1,1,4,4,,,,,,,4,1,2018-03-01,,2021-06-14 09:34:30,2021-08-08 13:39:52,"30",,"42412"
"744","335","OH-507",1,1,6,6,,,,,,,6,1,2012-10-01,2018-02-28,2021-06-14 09:34:30,2021-08-08 13:39:58,"30",,"42412"
"745","336","OH-507",1,1,4,4,,,,,,,4,1,2012-10-01,,2021-06-14 09:34:30,2021-07-10 14:53:44,"26",,"42412"
"746","336","OH-507",3,1,3,8,,,,,,,8,1,2012-10-01,,2021-06-14 09:34:30,2021-06-14 09:34:30,"5",,"42412"
"747","337","OH-507",1,1,3,3,,,,,,,3,1,2013-10-01,2023-12-31,2021-06-14 09:34:30,2023-12-18 13:12:34,"27",,"42412"
"748","338","OH-507",1,1,1,1,,,,,,,1,1,2012-10-01,2017-12-31,2021-06-14 09:34:30,2021-08-08 12:12:27,"26",,"42412"
"749","338","OH-507",3,1,4,11,,,,,,,11,1,2020-01-01,,2021-06-14 09:34:30,2021-06-14 09:34:30,"5",,"42412"
"750","338","OH-507",3,1,5,10,,,,,,,10,1,2012-10-01,2017-12-31,2021-06-14 09:34:30,2021-06-14 09:34:30,"5",,"42412"
"751","338","OH-507",3,1,4,10,,,,,,,10,1,2018-01-01,2018-12-31,2021-06-14 09:34:30,2021-06-14 09:34:30,"5",,"42412"
"752","338","OH-507",3,1,4,14,,,,,,,14,1,2019-01-01,2019-12-31,2021-06-14 09:34:31,2021-06-14 09:34:31,"5",,"42412"
"753","338","OH-507",1,1,2,2,,,,,,,2,1,2019-01-01,,2021-06-14 09:34:31,2021-08-08 12:12:33,"26",,"42412"
"754","339","OH-507",1,1,2,2,,,,,,,2,1,2012-10-01,,2021-06-14 09:34:31,2021-08-08 10:28:03,"26",,"42412"
"756","339","OH-507",3,1,2,4,,,,,,,4,1,2012-10-01,,2021-06-14 09:34:31,2021-06-14 09:34:31,"5",,"42412"
"755","340","OH-507",1,1,4,4,,,,,,,4,1,2012-10-01,2017-12-31,2021-06-14 09:34:31,2021-07-07 13:20:31,"28",,"42412"
"757","340","OH-507",3,1,1,2,,,,,,,2,1,2012-10-01,2017-12-31,2021-06-14 09:34:31,2021-06-14 09:34:31,"5",,"42412"
"758","340","OH-507",1,1,22,22,,,,,,,22,1,2018-01-01,,2021-06-14 09:34:31,2021-07-07 13:20:38,"28",,"42412"
"759","341","OH-507",1,1,6,6,,,,,,,6,1,2012-10-01,2016-09-30,2021-06-14 09:34:31,2021-07-10 14:59:04,"26",,"42412"
"760","341","OH-507",1,1,7,7,,,,,,,7,1,2016-10-01,,2021-06-14 09:34:31,2021-07-10 14:59:11,"26",,"42412"
"761","341","OH-507",3,1,2,6,,,,,,,6,1,2016-10-01,,2021-06-14 09:34:31,2021-06-14 09:34:31,"5",,"42412"
"762","341","OH-507",3,1,2,6,,,,,,,6,1,2012-10-01,2016-09-30,2021-06-14 09:34:31,2021-06-14 09:34:31,"5",,"42412"
"764","342","OH-507",3,1,1,2,,,,,,,2,2,2013-11-15,2021-09-30,2021-06-14 09:34:31,2022-04-15 15:35:41,"424",,"42412"
"766","342","OH-507",3,3,1,2,,,,,,,2,2,2015-01-01,2016-09-30,2021-06-14 09:34:31,2021-08-08 10:57:35,"26",,"42412"
"768","342","OH-507",1,1,1,1,,,,,,,1,2,2013-11-15,2021-09-30,2021-06-14 09:34:31,2022-04-15 15:35:49,"424",,"42412"
"770","342","OH-507",3,3,2,5,,,,,,,5,2,2012-10-01,2014-12-31,2021-06-14 09:34:31,2021-08-08 10:57:49,"26",,"42412"
"763","343","OH-507",3,1,2,10,,,,,,,10,1,2020-10-01,,2021-06-14 09:34:31,2021-06-14 09:34:31,"5",,"42412"
"765","343","OH-507",3,1,4,16,,,,,,,16,1,2012-10-01,2020-09-30,2021-06-14 09:34:31,2021-06-14 09:34:31,"5",,"42412"
"767","343","OH-507",1,1,15,15,,,,,,,15,1,2020-10-01,,2021-06-14 09:34:31,2021-08-08 12:13:37,"26",,"42412"
"769","343","OH-507",1,1,6,6,,,,,,,6,1,2012-10-01,2020-09-30,2021-06-14 09:34:31,2021-08-08 12:13:43,"26",,"42412"
"771","344","OH-507",3,1,6,18,,,,,,,18,1,2012-10-01,2019-09-30,2021-06-14 09:34:31,2021-06-14 09:34:31,"5",,"42412"
"772","344","OH-507",3,1,6,22,,,,,,,22,1,2019-10-01,2020-12-31,2021-06-14 09:34:31,2021-06-14 09:34:31,"5",,"42412"
"773","344","OH-507",3,1,2,6,,,,,,,6,1,2021-01-01,2022-06-30,2021-06-14 09:34:32,2023-01-24 11:54:30,"227",,"42412"
"1764","344","OH-507",3,1,6,22,,,,,,,22,1,2022-07-01,,2023-01-24 11:54:22,2023-01-24 11:54:22,"227",,"42412"
"776","346","OH-507",1,,4,4,,,,,,,4,,2012-10-01,2021-09-30,2021-06-14 09:34:32,2022-04-19 14:01:08,"424",,"42412"
"778","346","OH-507",3,,1,3,,,,,,,3,,2012-10-01,2021-09-30,2021-06-14 09:34:32,2022-04-19 14:01:18,"424",,"42412"
"780","347","OH-507",1,99,3,3,,,,,,,3,99,2012-10-01,2018-07-01,2021-06-14 09:34:32,2021-08-08 14:02:53,"28",,"42412"
"781","347","OH-507",3,1,2,5,,,,,,,5,1,2012-10-01,2018-07-01,2021-06-14 09:34:32,2021-06-14 09:34:32,"5",,"42412"
"1771","347","OH-507",3,1,2,4,,,,,,,4,1,2023-01-01,,2023-02-03 11:16:48,2023-02-03 11:16:48,"30",,"42412"
"1772","347","OH-507",1,1,11,11,,,,,,,11,1,2023-01-01,,2023-02-03 11:17:09,2023-02-03 11:17:09,"30",,"42412"
"785","350","OH-507",3,,2,6,,,,,,,6,,2014-05-01,,2021-06-14 09:34:32,2022-01-27 13:55:26,"424",,"42412"
"786","350","OH-507",1,,8,8,,,,,,,8,,2014-05-01,,2021-06-14 09:34:32,2022-01-27 13:55:36,"424",,"42412"
"787","351","OH-507",1,1,2,2,,,,,,,2,1,2015-01-01,,2021-06-14 09:34:32,2021-07-11 21:57:38,"30",,"42412"
"788","351","OH-507",3,1,2,8,,,,,,,8,1,2012-10-01,2014-12-31,2021-06-14 09:34:32,2021-06-14 09:34:32,"5",,"42412"
"789","351","OH-507",3,1,3,15,,,,,,,15,1,2015-01-01,,2021-06-14 09:34:32,2021-06-14 09:34:32,"5",,"42412"
"790","351","OH-507",1,1,2,2,,,,,,,2,1,2012-10-01,2014-12-31,2021-06-14 09:34:32,2021-07-11 21:57:43,"30",,"42412"
"791","358","OH-507",1,1,89,89,,,,,,,89,1,2019-10-01,,2021-06-14 09:34:32,2021-07-08 15:49:47,"28",,"42412"
"792","358","OH-507",3,1,4,12,,,,,,,12,1,2012-10-01,2016-09-30,2021-06-14 09:34:32,2021-06-14 09:34:32,"5",,"42412"
"793","358","OH-507",1,1,27,27,,,,,,,27,1,2012-10-01,2016-09-30,2021-06-14 09:34:32,2021-07-08 15:49:53,"28",,"42412"
"794","358","OH-507",3,1,5,20,,,,,,,20,1,2016-10-01,,2021-06-14 09:34:32,2021-06-14 09:34:32,"5",,"42412"
"795","358","OH-507",1,1,52,52,,,,,,,52,1,2016-10-01,2019-09-30,2021-06-14 09:34:32,2021-07-08 15:50:05,"28",,"42412"
"796","359","OH-507",3,1,1,3,,,,,,,3,1,2016-01-01,2017-09-30,2021-06-14 09:34:32,2021-06-14 09:34:32,"5",,"42412"
"797","359","OH-507",1,1,8,8,,,,,,,8,1,2018-10-01,,2021-06-14 09:34:32,2021-07-12 11:47:04,"28",,"42412"
"798","359","OH-507",3,1,2,6,,,,,,,6,1,2018-10-01,,2021-06-14 09:34:32,2021-06-14 09:34:32,"5",,"42412"
"799","359","OH-507",1,1,5,5,,,,,,,5,1,2016-01-01,2017-09-30,2021-06-14 09:34:32,2021-07-12 11:47:10,"28",,"42412"
"800","359","OH-507",1,1,3,3,,,,,,,3,1,2017-10-01,2018-09-30,2021-06-14 09:34:32,2021-07-12 11:47:17,"28",,"42412"
"801","359","OH-507",3,1,1,2,,,,,,,2,1,2017-10-01,2018-09-30,2021-06-14 09:34:32,2021-06-14 09:34:32,"5",,"42412"
"802","359","OH-507",1,1,2,2,,,,,,,2,1,2012-10-01,2015-12-31,2021-06-14 09:34:32,2021-07-12 11:47:22,"28",,"42412"
"803","360","OH-507",3,1,3,8,,,,,,,8,1,2019-01-01,,2021-06-14 09:34:32,2021-06-14 09:34:32,"5",,"42412"
"804","360","OH-507",3,1,2,8,,,,,,,8,1,2017-10-01,2018-12-31,2021-06-14 09:34:32,2021-06-14 09:34:32,"5",,"42412"
"805","360","OH-507",1,1,3,3,,,,,,,3,1,2017-10-01,2018-12-31,2021-06-14 09:34:32,2021-08-08 13:44:11,"28",,"42412"
"806","360","OH-507",1,1,2,2,,,,,,,2,1,2012-10-01,2017-09-30,2021-06-14 09:34:32,2021-08-08 13:44:14,"28",,"42412"
"807","360","OH-507",3,1,2,4,,,,,,,4,1,2012-10-01,2017-09-30,2021-06-14 09:34:33,2021-06-14 09:34:33,"5",,"42412"
"808","361","OH-507",1,2,30,30,,,,,,,30,1,2020-11-01,2021-04-30,2021-06-14 09:34:33,2021-07-11 21:56:32,"30",,"42412"
"809","361","OH-507",1,2,30,30,,,,,,,30,1,2018-10-01,2019-03-31,2021-06-14 09:34:33,2021-07-11 21:56:38,"30",,"42412"
"810","361","OH-507",3,2,0,14,,,,,,,14,1,2016-10-01,2017-03-31,2021-06-14 09:34:33,2021-06-14 09:34:33,"5",,"42412"
"811","361","OH-507",1,2,14,14,,,,,,,14,3,2015-10-01,2016-03-31,2021-06-14 09:34:33,2021-07-11 21:56:46,"30",,"42412"
"812","361","OH-507",3,2,0,30,,,,,,,30,3,2017-10-01,2018-03-31,2021-06-14 09:34:33,2021-06-14 09:34:33,"5",,"42412"
"1706","361","OH-507",1,2,18,18,,,,,,,18,1,2021-11-01,2022-04-30,2022-04-19 14:17:32,2022-04-19 14:17:32,"424",,"42412"
"1762","361","OH-507",1,2,30,30,,,,,,,30,1,2022-11-01,2023-04-30,2023-01-19 11:12:11,2023-12-05 15:08:34,"424",,"42412"
"1818","361","OH-507",1,2,30,30,,,,,,,30,1,2023-11-01,2024-04-30,2023-12-05 15:09:09,2024-11-18 09:49:05,"424",,"42412"
"1901","361","OH-507",1,2,30,30,,,,,,,30,3,2024-11-01,,2024-11-18 10:02:36,2024-11-18 10:02:36,"424",,"42412"
"813","362","OH-507",3,1,6,22,,,,,,,22,1,2020-12-18,,2021-06-14 09:34:33,2021-06-14 09:34:33,"5",,"42412"
"814","362","OH-507",3,1,5,20,,,,,,,20,1,2012-10-01,2020-12-17,2021-06-14 09:34:33,2021-06-14 09:34:33,"5",,"42412"
"815","362","OH-507",1,1,4,4,,,,,,,4,1,2012-10-01,,2021-06-14 09:34:33,2021-08-08 12:13:08,"26",,"42412"
"816","363","OH-507",3,1,2,4,,,,,,,4,1,2018-09-01,,2021-06-14 09:34:33,2021-06-14 09:34:33,"5",,"42412"
"817","363","OH-507",1,1,1,1,,,,,,,1,1,2018-09-01,,2021-06-14 09:34:33,2021-07-22 15:47:24,"28",,"42412"
"818","363","OH-507",3,1,2,5,,,,,,,5,1,2012-10-01,2018-08-31,2021-06-14 09:34:33,2021-06-14 09:34:33,"5",,"42412"
"819","363","OH-507",1,1,1,1,,,,,,,1,1,2012-10-01,2018-08-31,2021-06-14 09:34:33,2021-07-22 15:47:28,"28",,"42412"
"820","364","OH-507",1,1,9,9,,,,,,,9,1,2019-10-01,,2021-06-14 09:34:33,2021-07-15 15:57:44,"28",,"42412"
"821","364","OH-507",1,1,9,9,,,,,,,9,1,2012-10-01,2019-09-30,2021-06-14 09:34:33,2021-07-15 15:57:51,"28",,"42412"
"822","364","OH-507",3,1,1,2,,,,,,,2,1,2012-10-01,2019-09-30,2021-06-14 09:34:33,2021-06-14 09:34:33,"5",,"42412"
"823","364","OH-507",3,1,1,2,,,,,,,2,1,2019-10-01,,2021-06-14 09:34:33,2021-06-14 09:34:33,"5",,"42412"
"824","365","OH-507",1,3,1,1,,,,,,,1,2,2013-11-15,,2021-06-14 09:34:33,2024-01-10 16:01:25,"424",,"42412"
"825","365","OH-507",3,3,1,2,,,,,,,2,2,2013-11-15,,2021-06-14 09:34:33,2021-06-14 09:34:33,"5",,"42412"
"826","366","OH-507",1,1,24,24,,,,,,,24,1,2012-10-01,2018-04-30,2021-06-14 09:34:33,2021-07-07 23:00:20,"30",,"42412"
"827","366","OH-507",1,1,26,26,,,,,,,26,1,2018-05-01,,2021-06-14 09:34:33,2021-07-07 23:00:26,"30",,"42412"
"828","367","OH-507",1,,30,30,,,30,,,,,,2014-10-01,,2021-06-14 09:34:34,2021-07-21 17:32:30,"26",,"42412"
"829","368","OH-507",1,,7,7,,,,,,,7,,2014-01-01,,2021-06-14 09:34:34,2021-08-07 15:02:04,"26",,"42412"
"830","369","OH-507",3,1,9,27,,,,,,,27,1,2012-10-01,,2021-06-14 09:34:34,2021-06-14 09:34:34,"5",,"42412"
"831","370","OH-507",1,3,1,1,,,,,,,1,2,2016-10-01,2021-09-30,2021-06-14 09:34:34,2022-04-15 15:41:50,"424",,"42412"
"832","370","OH-507",3,3,1,2,,,,,,,2,1,2013-10-01,2016-09-30,2021-06-14 09:34:34,2021-07-05 15:36:23,"26",,"42412"
"833","371","OH-507",1,1,6,6,,,,,,,6,1,2016-10-01,,2021-06-14 09:34:34,2021-08-08 14:16:03,"28",,"42412"
"834","371","OH-507",3,1,1,2,,,,,,,2,3,2012-10-01,2016-09-30,2021-06-14 09:34:34,2021-06-14 09:34:34,"5",,"42412"
"835","371","OH-507",1,1,2,2,,,,,,,2,3,2012-10-01,2016-09-30,2021-06-14 09:34:34,2021-08-08 14:16:08,"28",,"42412"
"836","371","OH-507",3,1,1,2,,,,,,,2,1,2016-10-01,,2021-06-14 09:34:34,2021-06-14 09:34:34,"5",,"42412"
"837","372","OH-507",1,2,6,6,,,,,,,6,1,2016-12-01,2017-03-31,2021-06-14 09:34:34,2021-07-08 10:50:03,"30",,"42412"
"838","372","OH-507",3,2,0,6,,,,,,,6,3,2014-11-01,2015-03-31,2021-06-14 09:34:34,2021-06-14 09:34:34,"5",,"42412"
"839","372","OH-507",1,2,6,6,,,,,,,6,1,2018-11-01,2019-03-31,2021-06-14 09:34:34,2021-07-08 10:50:10,"30",,"42412"
"840","372","OH-507",1,2,6,6,,,,,,,6,3,2019-11-01,2020-03-31,2021-06-14 09:34:34,2021-07-08 10:50:15,"30",,"42412"
"841","372","OH-507",3,2,0,6,,,,,,,6,3,2017-11-01,2018-03-31,2021-06-14 09:34:34,2021-06-14 09:34:34,"5",,"42412"
"842","372","OH-507",1,2,6,6,,,,,,,6,3,2015-11-01,2016-03-31,2021-06-14 09:34:34,2021-07-08 10:50:19,"30",,"42412"
"1661","372","OH-507",1,2,6,6,,,,,,,6,3,2021-11-01,2022-03-01,2022-01-20 12:52:46,2022-01-20 12:52:46,"26",,"42412"
"1903","372","OH-507",1,2,6,6,,,,,,,6,3,2024-12-01,2025-03-31,2024-12-02 16:25:48,2024-12-02 16:25:48,"27",,"42412"
"843","373","OH-507",1,1,4,4,,,,,,,4,2,2018-10-01,2021-09-30,2021-06-14 09:34:34,2022-04-15 15:43:22,"424",,"42412"
"844","373","OH-507",1,1,11,11,,,,,,,11,3,2012-10-01,2015-12-31,2021-06-14 09:34:34,2021-08-08 14:31:07,"28",,"42412"
"845","373","OH-507",3,1,2,4,,,,,,,4,3,2012-10-01,2015-12-31,2021-06-14 09:34:34,2021-06-14 09:34:34,"5",,"42412"
"846","374","OH-507",1,1,5,5,,,,,,,5,1,2012-10-01,,2021-06-14 09:34:34,2023-03-20 15:51:03,"424",,"42412"
"847","375","OH-507",1,1,2,2,,,,,,,2,1,2012-10-01,,2021-06-14 09:34:34,2021-07-09 02:56:51,"30",,"42412"
"848","375","OH-507",3,1,2,10,,,,,,,10,1,2012-10-01,,2021-06-14 09:34:35,2021-06-14 09:34:35,"5",,"42412"
"849","378","OH-507",3,,7,14,,,14,,,,,,2015-01-01,2016-09-30,2021-06-14 09:34:35,2021-06-14 09:34:35,"5",,"42412"
"850","378","OH-507",1,,18,18,,,18,,,,,,2016-10-01,,2021-06-14 09:34:35,2021-07-06 15:36:57,"30",,"42412"
"851","378","OH-507",3,,8,16,,,16,,,,,,2016-10-01,,2021-06-14 09:34:35,2021-06-14 09:34:35,"5",,"42412"
"853","378","OH-507",1,,8,8,,,8,,,,,,2015-01-01,2016-09-30,2021-06-14 09:34:35,2021-07-06 15:37:09,"30",,"42412"
"855","378","OH-507",1,,15,15,,,,,,,15,,2014-01-01,2014-12-31,2021-06-14 09:34:35,2021-07-06 15:37:16,"30",,"42412"
"852","379","OH-507",1,1,3,3,,,,,,,3,1,2012-10-01,,2021-06-14 09:34:35,2021-07-06 17:47:25,"30",,"42412"
"857","379","OH-507",3,1,1,3,,,,,,,3,1,2012-10-01,,2021-06-14 09:34:35,2021-06-14 09:34:35,"5",,"42412"
"854","381","OH-507",3,,11,23,,,,,,,23,,2012-10-01,,2021-06-14 09:34:35,2021-06-14 09:34:35,"5",,"42412"
"856","382","OH-507",3,1,4,12,,,,,,,12,1,2012-10-01,2017-09-30,2021-06-14 09:34:35,2021-06-14 09:34:35,"5",,"42412"
"858","382","OH-507",3,1,5,14,,,,,,,14,1,2017-10-01,,2021-06-14 09:34:35,2021-06-14 09:34:35,"5",,"42412"
"859","383","OH-507",1,1,7,7,,,,,,,7,1,2018-10-01,,2021-06-14 09:34:35,2021-08-08 13:41:10,"30",,"42412"
"861","383","OH-507",3,1,2,7,,,,,,,7,1,2018-10-01,,2021-06-14 09:34:35,2021-06-14 09:34:35,"5",,"42412"
"863","383","OH-507",1,1,9,9,,,,,,,9,1,2012-10-01,2018-09-30,2021-06-14 09:34:35,2021-08-08 13:41:19,"30",,"42412"
"865","383","OH-507",3,1,2,5,,,,,,,5,1,2012-10-01,2018-09-30,2021-06-14 09:34:35,2021-06-14 09:34:35,"5",,"42412"
"860","384","OH-507",3,,20,40,,,40,,,,,,2015-01-01,,2021-06-14 09:34:35,2022-01-27 12:14:19,"424",,"42412"
"862","384","OH-507",1,,55,55,,,55,,,,,,2015-01-01,,2021-06-14 09:34:35,2022-01-27 12:14:32,"424",,"42412"
"868","384","OH-507",3,,15,30,,,30,,,,,,2012-10-01,2014-12-31,2021-06-14 09:34:35,2021-06-14 09:34:35,"5",,"42412"
"864","385","OH-507",3,1,2,7,,,,,,,7,1,2012-10-01,,2021-06-14 09:34:35,2021-06-14 09:34:35,"5",,"42412"
"866","385","OH-507",1,1,3,3,,,,,,,3,1,2012-10-01,,2021-06-14 09:34:35,2021-08-08 10:39:08,"26",,"42412"
"867","386","OH-507",1,1,3,3,,,,,,,3,1,2012-10-01,,2021-06-14 09:34:35,2021-08-08 12:12:07,"26",,"42412"
"869","386","OH-507",3,1,4,16,,,,,,,16,1,2012-10-01,,2021-06-14 09:34:35,2021-06-14 09:34:35,"5",,"42412"
"871","387","OH-507",3,,6,20,,,,,,,20,,2013-12-01,2014-12-30,2021-06-14 09:34:35,2021-07-21 18:59:18,"26",,"42412"
"873","387","OH-507",1,,20,20,,,20,,,,,,2016-01-01,,2021-06-14 09:34:36,2021-07-21 18:59:27,"26",,"42412"
"875","387","OH-507",1,,34,34,,,34,,,,,,2014-12-31,2015-12-31,2021-06-14 09:34:36,2021-07-21 18:59:36,"26",,"42412"
"870","388","OH-507",3,1,7,19,,,,,,,19,1,2020-06-01,,2021-06-14 09:34:35,2023-01-19 11:00:54,"27",,"42412"
"872","388","OH-507",1,1,5,5,,,,,,,5,1,2020-06-01,,2021-06-14 09:34:36,2023-01-19 11:00:41,"27",,"42412"
"874","388","OH-507",3,1,4,12,,,,,,,12,1,2018-12-01,2020-05-31,2021-06-14 09:34:36,2021-06-14 09:34:36,"5",,"42412"
"876","388","OH-507",3,1,6,16,,,,,,,16,1,2012-10-01,2016-09-30,2021-06-14 09:34:36,2021-06-14 09:34:36,"5",,"42412"
"877","388","OH-507",3,3,4,18,,,,,,,18,2,2012-10-01,2016-09-30,2021-06-14 09:34:36,2021-07-21 19:00:58,"26",,"42412"
"878","388","OH-507",1,1,12,12,,,,,,,12,1,2018-12-01,2020-05-31,2021-06-14 09:34:36,2021-07-21 19:01:07,"26",,"42412"
"879","388","OH-507",3,1,11,25,,,,,,,25,1,2016-10-01,2018-11-30,2021-06-14 09:34:36,2021-06-14 09:34:36,"5",,"42412"
"880","388","OH-507",3,3,1,4,,,,,,,4,3,2016-10-01,2018-11-30,2021-06-14 09:34:36,2021-07-21 19:01:16,"26",,"42412"
