YouthEducationStatusID,EnrollmentID,PersonalID,InformationDate,CurrentSchoolAttend,MostRecentEdStatus,CurrentEdStatus,DataCollectionStage,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
"592438","425088","135976",2022-07-14,,99,,1,2022-07-14 15:39:13,2022-07-14 15:39:13,"543",,"42412"
"611050","425088","135976",2022-09-07,,99,,3,2022-09-08 09:20:34,2022-09-08 13:55:57,"422",,"42412"
"594004","425823","136195",2022-07-19,,2,,1,2022-07-19 14:35:17,2024-03-19 10:14:05,"391",,"42412"
"618970","425823","136195",2022-10-03,,2,,3,2022-10-03 09:21:28,2022-10-03 09:21:28,"391",,"42412"
"595076","426308","136586",2022-07-22,,5,,1,2022-07-22 11:47:19,2022-07-22 11:47:19,"543",,"42412"
"620329","426308","136586",2022-10-03,,5,,3,2022-10-05 13:40:02,2022-10-05 13:40:02,"543",,"42412"
"595138","426344","136583",2022-07-22,,2,,1,2022-07-22 13:23:18,2022-07-22 13:23:18,"391",,"42412"
"610385","426344","136583",2022-09-06,,2,,3,2022-09-06 15:40:11,2022-09-06 15:40:11,"391",,"42412"
"600011","428541","137474",2022-08-05,2,,99,1,2022-08-05 12:23:40,2022-08-05 12:23:40,"391",,"42412"
"618965","428541","137474",2022-10-03,2,,99,3,2022-10-03 09:18:17,2024-10-21 15:40:13,"391",,"42412"
"600593","428776","137316",2022-08-08,,99,,1,2022-08-08 14:09:50,2022-08-08 14:09:50,"391",,"42412"
"618963","428776","137316",2022-10-03,,99,,3,2022-10-03 09:16:22,2022-10-03 09:16:22,"391",,"42412"
"601119","428996","137679",2022-08-08,,99,,1,2022-08-09 14:37:29,2022-08-09 14:37:29,"543",,"42412"
"602896","428996","137679",2022-08-12,,99,,3,2022-08-15 10:34:13,2022-08-15 10:34:13,"543",,"42412"
"601720","429272","130490",2022-08-08,,99,,1,2022-08-10 14:49:25,2022-08-10 14:49:43,"543",,"42412"
"606400","429272","130490",2022-08-19,,99,,3,2022-08-24 09:24:29,2022-08-24 09:24:29,"543",,"42412"
"603738","430224","110793",2022-08-16,,99,,1,2022-08-16 14:33:05,2022-08-16 14:33:05,"391",,"42412"
"609272","430224","110793",2022-09-01,,99,,3,2022-09-01 14:10:24,2022-09-01 14:10:24,"391",,"42412"
"604827","430792","80789",2022-08-19,,2,,1,2022-08-19 13:11:19,2022-08-19 13:11:19,"543",,"42412"
"620336","430792","80789",2022-10-03,,2,,3,2022-10-05 13:53:32,2022-10-05 13:53:32,"543",,"42412"
"608404","432396","138671",2022-08-30,,99,,1,2022-08-30 14:40:52,2024-03-18 15:23:06,"543",,"42412"
"629379","432396","138671",2022-10-27,,99,,3,2022-10-31 11:34:05,2022-10-31 11:34:05,"543",,"42412"
"609292","432818","110793",2022-09-01,,99,,1,2022-09-01 14:16:05,2022-09-01 14:16:05,"391",,"42412"
"619249","432818","110793",2022-09-12,,99,,3,2022-10-03 14:39:23,2022-10-03 14:48:45,"391",,"42412"
"609296","432821","131971",2022-09-01,,2,,1,2022-09-01 14:21:15,2022-09-01 14:21:15,"391",,"42412"
"618962","432821","131971",2022-10-04,,2,,3,2022-10-03 09:13:17,2022-12-28 09:46:00,"391",,"42412"
"613284","434482","139385",2022-09-14,,99,,1,2022-09-15 08:47:31,2022-10-13 15:13:41,"543",,"42412"
"623815","434482","139385",2022-10-12,,99,,3,2022-10-13 15:15:48,2022-10-13 15:15:48,"543",,"42412"
"616109","435686","139745",2022-09-22,,2,,1,2022-09-22 15:42:43,2024-03-19 10:45:16,"391",,"42412"
"631498","435686","139745",2022-11-04,,2,,3,2022-11-04 11:58:15,2022-11-04 11:58:15,"391",,"42412"
"616521","435858","81050",2022-09-22,,99,,1,2022-09-23 15:51:16,2024-03-19 13:53:56,"543",,"42412"
"635787","435858","81050",2022-11-17,,99,,3,2022-11-17 14:50:13,2022-11-17 14:50:13,"543",,"42412"
"616523","435860","131131",2022-09-22,,99,,1,2022-09-23 15:55:32,2022-09-23 15:55:47,"543",,"42412"
"638877","435860","131131",2022-11-30,,99,,3,2022-11-30 11:01:06,2022-11-30 11:01:06,"543",,"42412"
"628186","440969","74094",2022-10-25,,99,,1,2022-10-27 08:28:59,2022-10-27 08:32:10,"155",,"42412"
"643733","440969","74094",2022-12-12,,99,,3,2022-12-14 08:41:05,2022-12-21 09:11:21,"703",,"42412"
"633197","443184","142668",2022-11-09,,99,,1,2022-11-09 14:29:27,2022-11-09 14:29:27,"391",,"42412"
"643512","443184","142668",2022-12-12,,99,,3,2022-12-13 13:33:43,2022-12-28 09:53:11,"391",,"42412"
"639800","445917","130828",2022-12-01,,2,,1,2022-12-01 14:43:16,2022-12-01 14:43:16,"391",,"42412"
"642221","445917","130828",2022-12-08,,2,,3,2022-12-08 11:09:31,2022-12-08 11:09:31,"391",,"42412"
"641920","446887","119206",2022-12-07,,99,,1,2022-12-07 15:02:23,2023-01-11 09:51:02,"543",,"42412"
"652139","446887","119206",2023-01-10,,99,,3,2023-01-11 09:55:20,2023-01-11 09:55:20,"543",,"42412"
"641930","446894","5271",2022-12-07,,99,,1,2022-12-07 15:06:35,2024-03-18 15:25:01,"543",,"42412"
"660494","446894","5271",2023-02-07,,99,,3,2023-02-07 08:53:01,2023-02-07 08:53:01,"543",,"42412"
"643141","447421","76879",2022-12-12,,1,,1,2022-12-12 14:36:45,2022-12-12 14:57:40,"391",,"42412"
"656568","447421","76879",2022-12-19,,1,,3,2023-01-25 15:00:14,2024-10-21 15:37:29,"391",,"42412"
"652326","450969","144886",2023-01-11,,2,,1,2023-01-11 13:15:42,2023-01-11 13:15:42,"391",,"42412"
"663653","450969","144886",2023-02-16,,2,,3,2023-02-16 09:08:05,2023-02-16 09:08:05,"391",,"42412"
"654377","451845","145673",2023-01-18,,2,,1,2023-01-18 13:44:38,2023-01-18 13:44:38,"391",,"42412"
"661497","451845","145673",2023-02-08,,2,,3,2023-02-08 15:29:10,2023-02-08 15:29:10,"391",,"42412"
"663429","455517","93099",2023-02-15,,99,,1,2023-02-15 10:42:38,2023-02-15 10:42:38,"391",,"42412"
"667878","455517","93099",2023-03-02,,99,,3,2023-03-02 13:39:34,2023-03-02 13:39:34,"391",,"42412"
"665729","456568","143893",2023-02-23,,99,,1,2023-02-23 13:44:22,2024-03-19 10:28:26,"391",,"42412"
"667935","456568","143893",2023-03-02,,99,,3,2023-03-02 14:48:36,2023-03-02 14:48:36,"391",,"42412"
"666922","457084","146678",2023-02-28,,99,,1,2023-02-28 11:37:17,2023-02-28 11:37:17,"391",,"42412"
"677365","457084","146678",2023-04-04,,99,,3,2023-04-04 09:23:38,2023-04-04 09:23:38,"391",,"42412"
"669604","458185","146261",2023-03-08,,2,,1,2023-03-08 14:01:28,2024-03-19 10:29:18,"391",,"42412"
"683491","458185","146261",2023-04-25,,2,,3,2023-04-25 13:35:08,2023-04-25 13:35:33,"391",,"42412"
"681383","462825","131131",2023-04-18,,99,,1,2023-04-18 15:22:25,2023-04-18 15:22:25,"391",,"42412"
"682156","462825","131131",2023-04-20,,99,,3,2023-04-20 13:43:34,2023-04-20 13:43:34,"391",,"42412"
"683514","463684","97991",2023-04-25,,99,,1,2023-04-25 14:21:19,2023-04-25 14:21:19,"391",,"42412"
"685008","463684","97991",2023-05-01,,99,,3,2023-05-01 10:32:13,2023-05-01 10:32:13,"391",,"42412"
"684037","463881","149109",2023-04-26,,99,,1,2023-04-26 15:07:50,2023-04-26 15:07:50,"543",,"42412"
"686500","463881","149109",2023-05-04,,99,,3,2023-05-04 13:08:47,2023-05-04 13:08:47,"543",,"42412"
"684419","464017","99067",2023-04-27,,99,,1,2023-04-27 15:02:17,2023-04-27 15:02:17,"391",,"42412"
"692081","464017","99067",2023-05-22,,99,,3,2023-05-23 15:04:02,2023-05-23 15:04:02,"391",,"42412"
"684744","464177","145506",2023-04-28,,2,,1,2023-04-28 15:36:52,2024-03-18 15:26:27,"543",,"42412"
"697700","464177","145506",2023-06-12,,2,,3,2023-06-12 13:51:53,2023-06-13 10:22:37,"155",,"42412"
"691704","467074","114169",2023-05-22,,99,,1,2023-05-22 15:37:12,2023-05-22 15:37:12,"543",,"42412"
"709115","467074","114169",2023-07-20,,99,,3,2023-07-20 08:47:27,2023-07-20 08:47:27,"543",,"42412"
"692035","467219","150157",2023-05-22,,99,,1,2023-05-23 14:17:33,2023-05-23 14:18:38,"543",,"42412"
"706323","467219","150157",2023-09-08,,99,,3,2023-07-11 13:12:20,2023-09-08 09:40:39,"391",,"42412"
"692403","467377","146765",2023-05-16,,99,,1,2023-05-24 12:00:34,2023-05-24 12:00:34,"391",,"42412"
"699837","467377","146765",2023-06-20,,99,,3,2023-06-20 09:00:47,2023-06-20 09:00:47,"391",,"42412"
"694456","468205","145921",2023-06-01,,2,,1,2023-06-01 12:44:42,2023-06-01 12:44:42,"391",,"42412"
"698468","468205","145921",2023-06-14,,2,,3,2023-06-14 08:11:45,2023-06-14 08:11:45,"391",,"42412"
"694480","468217","131131",2023-06-01,,99,,1,2023-06-01 13:11:52,2023-06-01 13:11:52,"543",,"42412"
"703112","468217","131131",2023-06-29,,99,,3,2023-06-29 12:29:33,2023-06-29 12:29:33,"422",,"42412"
"695414","468604","151183",2023-06-05,,2,,1,2023-06-05 12:48:45,2023-06-05 12:48:45,"391",,"42412"
"698237","468604","151183",2023-06-13,,2,,3,2023-06-13 12:59:34,2023-06-13 12:59:34,"391",,"42412"
"696416","468999","150489",2023-06-07,,1,,1,2023-06-07 13:43:29,2024-03-19 10:32:20,"391",,"42412"
"701431","468999","150489",2023-06-26,,1,,3,2023-06-26 09:13:43,2023-06-26 09:13:43,"391",,"42412"
"696449","469014","149298",2023-06-07,,2,,1,2023-06-07 14:19:12,2024-03-19 10:42:03,"391",,"42412"
"700409","469014","149298",2023-06-21,,2,,3,2023-06-21 14:36:02,2023-06-21 14:36:02,"391",,"42412"
"696735","469146","151411",2023-06-08,,99,,1,2023-06-08 11:58:56,2023-06-08 11:58:56,"391",,"42412"
"698227","469146","151411",2023-06-13,,99,,3,2023-06-13 12:53:24,2024-10-21 13:09:57,"391",,"42412"
"698772","470017","151757",2023-06-14,,2,,1,2023-06-14 15:11:55,2023-06-14 15:11:55,"391",,"42412"
"702233","470017","151757",2023-06-26,,2,,3,2023-06-27 14:05:58,2023-06-27 14:05:58,"391",,"42412"
"707997","473840","149298",2023-07-17,,2,,1,2023-07-17 13:10:00,2024-03-19 10:42:42,"391",,"42412"
"712535","473840","149298",2023-08-01,,2,,3,2023-08-01 09:59:38,2023-08-01 09:59:38,"391",,"42412"
"730990","475040","132181",2023-09-28,,99,,3,2023-10-02 08:41:24,2023-10-02 08:41:24,"391",,"42412"
"713439","476080","153490",2023-08-02,,99,,1,2023-08-02 15:33:08,2023-08-02 15:33:08,"543",,"42412"
"731999","476080","153490",2023-10-03,,99,,3,2023-10-04 08:54:03,2023-10-04 08:54:03,"543",,"42412"
"713695","476193","142263",2023-08-03,,99,,1,2023-08-03 11:55:32,2023-08-03 11:55:32,"391",,"42412"
"721023","476193","142263",2023-08-28,,99,,3,2023-08-28 13:50:46,2023-08-28 13:50:46,"391",,"42412"
"725403","481259","154725",2023-09-12,,2,,1,2023-09-12 11:56:30,2024-03-19 10:43:34,"391",,"42412"
"738829","481259","154725",2023-10-24,,2,,3,2023-10-25 15:59:16,2023-10-25 15:59:16,"391",,"42412"
"727597","482280","108121",2023-09-19,,99,,1,2023-09-19 15:30:36,2023-09-25 11:49:36,"543",,"42412"
"729546","482280","108121",2023-09-26,,99,,3,2023-09-26 15:12:16,2023-09-26 15:12:16,"543",,"42412"
"747110","490179","85191",2023-11-21,,99,,1,2023-11-21 13:08:34,2023-11-21 13:08:34,"391",,"42412"
"749480","490179","85191",2023-11-30,,99,,3,2023-11-30 13:55:53,2023-11-30 13:55:53,"391",,"42412"
"753106","492489","159762",2023-12-12,,99,,1,2023-12-12 14:15:06,2023-12-12 14:15:06,"391",,"42412"
"778471","492489","159762",2024-03-05,,99,,3,2024-03-05 14:14:57,2024-03-05 14:14:57,"391",,"42412"
"756287","493691","160100",2023-12-21,,2,,1,2023-12-21 13:57:12,2023-12-21 13:57:12,"391",,"42412"
"759368","493691","160100",2024-01-04,,2,,3,2024-01-04 15:11:35,2024-01-04 15:11:35,"391",,"42412"
"758365","494430","158503",2024-01-02,,99,,1,2024-01-02 15:10:36,2024-01-02 15:10:36,"391",,"42412"
"763678","494430","158503",2024-01-17,,99,,3,2024-01-17 15:28:13,2024-01-17 15:28:13,"391",,"42412"
"760972","495463","160261",2024-01-09,,6,,1,2024-01-09 13:34:39,2024-03-18 15:28:20,"543",,"42412"
"774404","495463","160261",2024-02-16,,6,,3,2024-02-20 14:54:41,2024-02-20 14:54:41,"543",,"42412"
"766623","497898","95782",2024-01-25,,2,,1,2024-01-25 13:12:19,2024-01-25 13:12:19,"391",,"42412"
"806715","497898","95782",2024-06-06,,2,,3,2024-06-07 11:09:53,2024-06-07 11:09:53,"391",,"42412"
"766630","497903","161217",2024-01-25,,4,,1,2024-01-25 13:21:52,2024-01-25 13:21:52,"391",,"42412"
"775922","497903","161217",2024-02-26,,4,,3,2024-02-26 12:51:44,2024-02-26 12:51:44,"391",,"42412"
"770390","499400","120057",2024-02-06,,5,,1,2024-02-06 14:17:08,2024-02-06 14:17:08,"391",,"42412"
"785128","499400","120057",2024-03-27,,5,,3,2024-03-27 11:01:53,2024-03-27 11:01:53,"391",,"42412"
"771662","499993","143893",2024-02-09,,99,,1,2024-02-09 15:13:13,2024-02-09 15:13:13,"862",,"42412"
"793143","499993","143893",2024-04-23,,99,,3,2024-04-23 15:16:05,2024-04-23 15:16:05,"862",,"42412"
"774766","501235","162079",2024-02-21,,2,,1,2024-02-21 14:05:29,2024-02-21 14:05:29,"391",,"42412"
"779287","501235","162079",2024-03-07,,2,,3,2024-03-07 13:50:58,2024-03-07 13:50:58,"391",,"42412"
"775992","501731","162084",2024-02-26,,99,,1,2024-02-26 13:59:45,2024-02-26 13:59:45,"543",,"42412"
"780191","501731","162084",2024-03-11,,99,,3,2024-03-11 15:18:25,2024-03-11 15:18:25,"543",,"42412"
"780839","503697","151183",2024-03-12,,2,,1,2024-03-13 08:31:36,2024-03-13 08:31:36,"543",,"42412"
"791907","503697","151183",2024-04-18,,2,,3,2024-04-18 15:51:14,2024-04-18 15:51:14,"543",,"42412"
"783583","504948","163654",2024-03-20,,2,,1,2024-03-21 15:01:39,2024-03-21 15:01:39,"543",,"42412"
"796022","504948","163654",2024-05-01,,2,,3,2024-05-01 15:03:47,2024-05-01 15:03:47,"543",,"42412"
"787303","506423","156034",2024-04-03,,2,,1,2024-04-03 14:49:43,2024-10-21 09:33:44,"862",,"42412"
"806287","506423","156034",2024-05-30,2,,99,3,2024-06-06 10:31:56,2024-06-06 10:31:56,"862",,"42412"
"793325","508933","35527",2024-04-22,,99,,1,2024-04-24 09:47:16,2024-04-24 09:47:37,"543",,"42412"
"796366","508933","35527",2024-05-02,,99,,3,2024-05-02 14:36:06,2024-05-02 14:36:41,"543",,"42412"
"800053","511721","166038",2024-05-15,,99,,1,2024-05-15 14:22:23,2024-05-15 14:22:23,"391",,"42412"
"806094","511721","166038",2024-06-05,,99,,3,2024-06-05 15:01:11,2024-06-05 15:04:07,"391",,"42412"
"821354","520549","28909",2024-07-25,,99,,1,2024-07-25 15:25:39,2024-07-25 15:25:39,"391",,"42412"
"825504","520549","28909",2024-08-06,,99,,3,2024-08-07 08:36:24,2024-08-07 09:02:21,"391",,"42412"
"829424","523891","170478",2024-08-19,,4,,1,2024-08-19 17:20:12,2024-08-19 18:15:43,"391",,"42412"
"838159","523891","170478",2024-09-16,,4,,3,2024-09-16 13:57:12,2024-09-16 13:57:12,"391",,"42412"
"829763","524045","169633",2024-08-20,2,,99,1,2024-08-20 14:56:42,2024-08-20 14:56:42,"391",,"42412"
"833005","524045","169633",2024-08-30,2,,99,3,2024-08-30 12:38:27,2024-08-30 12:38:27,"391",,"42412"
"835565","526436","170822",2024-09-09,,99,,1,2024-09-09 15:06:51,2024-09-09 15:06:51,"543",,"42412"
"841680","526436","170822",2024-09-26,,99,,3,2024-09-26 13:37:00,2024-09-26 13:37:00,"543",,"42412"
"862023","536305","173715",2024-11-22,,2,,1,2024-11-22 14:40:25,2024-11-22 14:40:25,"543",,"42412"
"864693","537364","174777",2024-12-03,2,,99,1,2024-12-03 13:50:27,2024-12-03 13:50:27,"391",,"42412"
"864700","537365","169411",2024-12-03,,99,,1,2024-12-03 13:52:57,2024-12-03 13:52:57,"391",,"42412"
"867205","538296","174962",2024-12-10,,2,,1,2024-12-10 14:43:26,2024-12-10 14:43:26,"391",,"42412"
"498326","382550","57442",2021-09-10,,2,,1,2021-09-14 09:59:58,2022-01-11 10:57:25,"391",,"42412"
"558780","382550","57442",2022-04-04,,2,,3,2022-04-06 11:12:16,2023-04-10 09:08:17,"65",,"42412"
"514287","390051","116206",2021-11-15,,2,,1,2021-11-15 13:43:11,2021-11-15 13:43:11,"391",,"42412"
"539022","390051","116206",2022-02-08,,2,,3,2022-02-09 08:16:50,2023-08-31 08:54:38,"391",,"42412"
"515988","390924","121854",2021-11-18,,99,,1,2021-11-22 09:14:17,2021-11-22 09:14:17,"391",,"42412"
"531523","390924","121854",2022-01-18,,99,,3,2022-01-18 15:31:03,2022-01-18 15:41:27,"391",,"42412"
"519856","392852","122914",2021-12-06,,99,,1,2021-12-08 08:55:29,2021-12-08 08:55:29,"543",,"42412"
"531314","392852","122914",2022-01-13,,99,,3,2022-01-18 11:27:46,2023-08-30 11:11:12,"155",,"42412"
"535095","399963","91383",2022-01-25,,99,,1,2022-01-27 15:15:43,2022-01-27 15:15:43,"391",,"42412"
"555412","399963","91383",2022-03-28,,99,,3,2022-03-29 11:54:29,2022-03-29 11:55:44,"391",,"42412"
"540862","402550","128452",2022-02-08,,2,,1,2022-02-14 12:13:30,2023-08-30 12:53:57,"391",,"42412"
"562919","402550","128452",2022-04-19,,2,,3,2022-04-20 09:20:01,2022-04-20 09:23:07,"391",,"42412"
"544933","404512","128930",2022-02-24,,99,,1,2022-02-24 14:55:19,2022-02-24 14:55:19,"155",,"42412"
"564621","404512","128930",2022-04-05,,99,,3,2022-04-22 14:52:05,2023-04-10 09:14:37,"65",,"42412"
"546037","405046","129366",2022-02-28,,99,,1,2022-03-01 08:16:33,2022-03-01 08:16:33,"391",,"42412"
"547679","405046","129366",2022-03-03,,99,,3,2022-03-04 14:01:42,2022-03-04 14:01:42,"391",,"42412"
"549699","406620","99067",2022-03-09,,99,,1,2022-03-10 15:46:40,2023-08-30 13:23:07,"543",,"42412"
"574183","406620","99067",2022-05-06,,99,,3,2022-05-18 13:52:48,2022-05-18 13:52:48,"543",,"42412"
"552824","408119","79784",2022-03-21,,99,,1,2022-03-21 15:40:30,2023-01-30 14:49:15,"391",,"42412"
"585280","408119","79784",2022-06-20,,99,,3,2022-06-22 15:09:04,2022-12-28 10:01:08,"391",,"42412"
"558353","410368","98536",2022-04-04,,2,,1,2022-04-05 13:07:10,2023-08-30 13:25:31,"543",,"42412"
"563260","410368","98536",2022-04-19,,2,,3,2022-04-20 15:22:03,2022-04-20 15:22:03,"543",,"42412"
"561062","411526","92577",2022-04-12,,99,,1,2022-04-13 09:12:20,2023-08-30 13:27:14,"543",,"42412"
"573216","411526","92577",2022-05-13,,99,,3,2022-05-16 15:24:57,2022-05-16 15:24:57,"543",,"42412"
"574556","417049","133396",2022-05-18,,99,,1,2022-05-19 13:18:54,2023-08-30 13:29:55,"543",,"42412"
"584570","417049","133396",2022-06-17,,99,,3,2022-06-21 10:50:15,2022-06-21 10:50:15,"543",,"42412"
"576421","417974","133782",2022-05-25,,2,,1,2022-05-25 13:49:13,2023-08-30 13:39:12,"543",,"42412"
"579882","417974","133782",2022-06-04,,2,,3,2022-06-07 11:00:37,2022-06-07 11:00:37,"543",,"42412"
"583477","421084","121950",2022-06-14,,2,,1,2022-06-16 10:13:20,2022-06-16 10:13:20,"543",,"42412"
"599889","421084","121950",2022-08-03,,2,,3,2022-08-05 09:23:59,2023-08-31 08:14:27,"155",,"42412"
"588162","423206","135739",2022-06-30,,2,,1,2022-06-30 15:34:15,2023-08-30 13:40:23,"543",,"42412"
"597716","423206","135739",2022-07-25,,2,,3,2022-08-01 08:24:50,2023-08-31 11:18:11,"543",,"42412"
"590255","424116","119206",2022-07-07,,99,,1,2022-07-07 14:02:28,2022-07-07 14:02:28,"391",,"42412"
"600336","424116","119206",2022-08-04,,99,,3,2022-08-08 09:20:58,2022-08-08 09:20:58,"391",,"42412"
"592051","424909","136084",2022-07-13,,99,,1,2022-07-13 15:43:07,2023-08-30 10:29:45,"155",,"42412"
"613028","424909","136084",2022-09-12,,99,,3,2022-09-14 13:31:29,2023-10-11 15:09:06,"155",,"42412"
"592437","425087","135976",2022-07-14,,99,,1,2022-07-14 15:38:56,2022-07-14 15:38:56,"543",,"42412"
"611052","425087","135976",2022-09-07,,99,,3,2022-09-08 09:22:20,2022-09-08 13:54:10,"422",,"42412"
"599517","428256","136195",2022-08-04,,2,,1,2022-08-04 13:09:50,2023-08-30 11:09:35,"155",,"42412"
"627549","428256","136195",2022-10-24,,2,,3,2022-10-25 14:54:03,2022-12-28 09:47:58,"391",,"42412"
"600538","428749","137474",2022-08-08,2,,99,1,2022-08-08 12:46:23,2022-08-08 12:46:23,"391",,"42412"
"624483","428749","137474",2022-10-12,2,,99,3,2022-10-17 09:47:31,2022-10-17 09:47:31,"391",,"42412"
"600596","428778","137316",2022-08-08,,99,,1,2022-08-08 14:10:40,2022-08-08 14:10:40,"391",,"42412"
"638229","428778","137316",2022-11-21,,99,,3,2022-11-29 08:33:31,2022-11-29 08:33:31,"391",,"42412"
"601118","428995","137679",2022-08-08,,99,,1,2022-08-09 14:36:53,2022-08-09 14:36:53,"543",,"42412"
"602894","428995","137679",2022-08-12,,99,,3,2022-08-15 10:32:40,2022-08-15 10:32:40,"543",,"42412"
"603101","429969","136586",2022-08-15,,5,,1,2022-08-15 15:28:23,2024-03-12 14:12:14,"155",,"42412"
"653308","429969","136586",2023-01-13,2,,99,3,2023-01-13 15:52:29,2023-08-31 11:21:55,"543",,"42412"
"611588","433713","131971",2022-09-09,,2,,1,2022-09-09 12:02:46,2022-09-09 12:02:46,"391",,"42412"
"620225","433713","131971",2022-10-04,,2,,3,2022-10-05 11:39:37,2022-12-28 09:45:12,"391",,"42412"
"614533","435013","80789",2022-09-19,,2,,1,2022-09-19 15:05:21,2024-03-12 14:50:11,"155",,"42412"
"622315","435013","80789",2022-10-06,,2,,3,2022-10-11 09:28:56,2023-08-31 11:22:55,"543",,"42412"
"624210","439166","97168",2022-10-14,,99,,1,2022-10-14 15:03:05,2022-10-14 15:03:05,"391",,"42412"
"642681","439166","97168",2022-12-09,,99,,3,2022-12-09 14:52:20,2022-12-09 14:52:20,"155",,"42412"
"625231","439603","115090",2022-10-18,,99,,1,2022-10-18 15:38:41,2023-08-30 13:41:52,"543",,"42412"
"641910","439603","115090",2022-12-06,,99,,3,2022-12-07 14:54:24,2023-08-31 11:24:21,"543",,"42412"
"631981","442620","140683",2022-11-07,,99,,1,2022-11-07 13:08:36,2024-03-12 15:01:21,"391",,"42412"
"642365","442620","140683",2022-12-08,,99,,3,2022-12-08 14:35:11,2022-12-08 14:35:11,"391",,"42412"
"636748","444709","142940",2022-11-21,,2,,1,2022-11-21 15:14:16,2023-08-30 13:43:06,"543",,"42412"
"642448","444709","142940",2022-12-05,,2,,3,2022-12-08 15:57:59,2022-12-08 15:57:59,"543",,"42412"
"642218","447043","130828",2022-12-08,,2,,1,2022-12-08 11:08:41,2022-12-08 11:08:41,"391",,"42412"
"668201","447043","130828",2023-03-06,,2,,3,2023-03-03 14:11:33,2023-03-06 15:25:00,"543",,"42412"
"643588","447628","144346",2022-12-13,,99,,1,2022-12-13 15:02:01,2022-12-13 15:02:01,"391",,"42412"
"656991","447628","144346",2023-01-20,,99,,3,2023-01-26 14:46:36,2023-01-26 14:46:36,"391",,"42412"
"652299","450960","145440",2023-01-10,,99,,1,2023-01-11 12:45:15,2023-01-11 13:27:22,"391",,"42412"
"656260","450960","145440",2023-01-24,,99,,3,2023-01-24 14:17:04,2023-01-24 14:58:11,"391",,"42412"
"659677","454019","74094",2023-02-03,,99,,1,2023-02-03 13:37:56,2023-02-03 13:37:56,"391",,"42412"
"685826","454019","74094",2023-05-02,,99,,3,2023-05-02 15:04:19,2023-05-02 15:04:19,"391",,"42412"
"661489","454719","145673",2023-02-08,,2,,1,2023-02-08 15:14:59,2024-10-21 13:27:00,"391",,"42412"
"666681","454719","145673",2023-02-27,,2,,3,2023-02-27 15:30:08,2023-08-31 09:05:17,"391",,"42412"
"661495","454724","146261",2023-02-08,,2,,1,2023-02-08 15:23:12,2024-10-21 13:28:17,"391",,"42412"
"669412","454724","146261",2023-03-08,,2,,3,2023-03-08 09:34:18,2023-03-08 09:34:18,"391",,"42412"
"667881","457496","93099",2023-03-02,,99,,1,2023-03-02 13:41:04,2024-03-12 15:06:54,"391",,"42412"
"691844","457496","93099",2023-05-22,,99,,3,2023-05-23 10:08:54,2023-09-13 15:30:59,"391",,"42412"
"667938","457520","143893",2023-03-02,,99,,1,2023-03-02 14:50:01,2024-03-12 15:07:41,"391",,"42412"
"677563","457520","143893",2023-04-04,,99,,3,2023-04-04 13:22:31,2024-10-21 15:36:02,"391",,"42412"
"673561","459701","35527",2023-03-21,2,,99,1,2023-03-22 09:46:16,2023-03-22 09:46:16,"703",,"42412"
"680784","459701","35527",2023-04-12,1,,99,3,2023-04-17 11:07:43,2023-04-17 11:07:43,"703",,"42412"
"682157","463146","131131",2023-04-20,,99,,1,2023-04-20 13:43:55,2023-04-20 13:43:55,"391",,"42412"
"692030","463146","131131",2023-05-23,,99,,3,2023-05-23 14:15:45,2023-05-23 14:15:45,"391",,"42412"
"683486","463674","146261",2023-04-25,,2,,1,2023-04-25 13:31:48,2024-03-12 15:06:06,"391",,"42412"
"689387","463674","146261",2023-05-12,,2,,3,2023-05-12 14:56:40,2023-08-31 09:06:07,"391",,"42412"
"686499","464929","149109",2023-05-04,,99,,1,2023-05-04 13:07:04,2024-03-12 14:53:59,"543",,"42412"
"705267","464929","149109",2023-07-07,,99,,3,2023-07-07 14:36:21,2023-07-21 09:22:45,"155",,"42412"
"686552","464947","144346",2023-05-04,,99,,1,2023-05-04 14:19:14,2023-05-04 14:19:14,"391",,"42412"
"694633","464947","144346",2023-06-02,,99,,3,2023-06-02 08:28:32,2023-06-02 08:28:32,"391",,"42412"
"694112","468081","115099",2023-05-31,,99,,1,2023-05-31 14:59:34,2023-08-30 13:01:43,"391",,"42412"
"708267","468081","115099",2023-07-18,,99,,3,2023-07-18 10:23:17,2023-08-31 09:06:47,"391",,"42412"
"696015","468827","136853",2023-06-06,,99,,1,2023-06-06 14:09:41,2023-06-06 14:09:41,"391",,"42412"
"701713","468827","136853",2023-06-26,,99,,3,2023-06-26 14:50:29,2023-06-26 14:50:29,"391",,"42412"
"700410","470723","149298",2023-06-21,,2,,1,2023-06-21 14:37:50,2024-03-12 15:08:28,"391",,"42412"
"707784","470723","149298",2023-07-17,,2,,3,2023-07-17 08:26:08,2023-07-17 08:26:08,"391",,"42412"
"706822","473388","153073",2023-07-11,,1,,1,2023-07-12 13:48:10,2023-08-30 13:02:51,"391",,"42412"
"725032","473388","153073",2023-09-11,,1,,3,2023-09-11 14:51:02,2023-09-11 14:53:51,"391",,"42412"
"710079","474675","74094",2023-07-21,,99,,1,2023-07-24 14:22:32,2023-07-24 14:22:32,"155",,"42412"
"718172","474675","74094",2023-08-16,,99,,3,2023-08-17 11:27:03,2024-10-18 09:37:29,"155",,"42412"
